team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
France National Team,France,2002,France,3,2,1,0,0,0,0,1,1,0,2,1,1,0.33,0.5,0,0,0,0,29,0,3,-3,3,1,2,0,0,1,2,-1,-2,0,0,0,90,180,45,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2,-1,-1,0,0,0,1,1,0,2,1,1,0.33,0.5,0,1,0.5,2,0,0,0,1,0.5,2,0.67,0.5,1,0,0,0,0.67,0.5,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,3,3,3,3,1,2,2,2,2,2,0,0,1,1,1,1,67,33,0,0,0,0,50,0,0,0,0,0,100,100,0,0,0,0,33,67,100,100,100,100,50,100,100,100,100,100,0,0,100,100,100,100,2,0,0,1,0,0,1,0,0,67,0,0,50,0,0,100,0,0,0,0,0,25,33,50,0,0,0,0,100,100,100,0,0,0,1,1,0,33,50,0,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,33,50,0,67,50,100,0.00,0.00,0.00,1.67,2,1.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,33,50,0,67,50,100,0
Croatia National Team,Croatia,2002,Croatia,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,1.5,0,0,0,25,2,3,-1,5,1,4,0,2,1,2,-1,0,134,0,90,90,90,90,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,1,1,1.67,1,2,0.67,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,2,2,3,3,3,0,1,1,1,1,1,0,1,1,2,2,2,100,33,33,0,0,0,100,0,0,0,0,0,100,50,50,0,0,0,0,67,67,100,100,100,0,100,100,100,100,100,0,50,50,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,50,0,0,0,0,33,0,50,67,100,50,0,0,0,3,1,2,100,100,100,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0.00,0.00,0.00,1.67,2,1.50,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,67,100,50,0
Denmark National Team,Denmark,2002,Denmark,4,3,1,0,2,1,1,1,1,0,1,1,0,1.75,1.33,3,0,0,0,9,5,5,0,10,7,3,3,2,4,1,-1,1,72,90,45,72,68,90,1,1,0,2,1,1,1,1,0,3,2,1,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,3,0,0,-1,1,3,2,1,0,0,0,1,1,0,2.25,2,3,2.5,2.33,3,1.25,1,2,1.25,1.33,1,1.5,1.67,1,0.75,0.67,1,0.75,1,0,4,4,2,0,0,0,3,3,1,0,0,0,1,1,1,0,0,0,0,0,2,4,4,4,0,0,2,3,3,3,0,0,0,1,1,1,100,100,50,0,0,0,100,100,33,0,0,0,100,100,100,0,0,0,0,0,50,100,100,100,0,0,67,100,100,100,0,0,0,100,100,100,4,1,1,3,1,1,1,0,0,100,25,25,100,33,33,100,0,0,50,33,100,-13,25,33,0,50,33,100,25,33,0,75,67,100,3,2,1,75,67,100,1,1,0,25,33,0,0,0,0,0,0,0,75,67,100,0,0,0,25,33,0,0.00,0.00,0.00,2.25,2.33,2.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25,0,1,1,0,1,0,1,0,1,1,0,1,0,2,1,0,0,0,25,33,0,25,33,0,0
Turkey National Team,Turkey,2002,Turkey,7,1,6,0,4,1,3,1,0,1,2,0,2,1.86,3,1.67,0,0,0,3,10,6,4,16,3,13,3,7,0,6,3,1,63,30,77,105,0,90,3,1,2,3,0,3,1,0,1,6,1,5,0,0,0,21,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,1,0,1,6,2,4,4,1,3,3,0,3,0,0,0,2.14,3,2,2.29,3,2.17,1.43,3,1.17,0.86,0,1,1.14,2,1,1,2,0.83,0.14,0,0.17,7,4,3,1,1,0,1,1,1,0,0,0,6,3,2,1,1,0,0,3,4,6,6,7,0,0,0,1,1,1,0,3,4,5,5,6,100,57,43,14,14,0,100,100,100,0,0,0,100,50,33,17,17,0,0,43,57,86,86,100,0,0,0,100,100,100,0,50,67,83,83,100,4,2,1,1,1,0,3,1,1,57,29,14,100,100,0,50,17,17,57,100,50,105,43,100,33,43,0,50,14,0,17,86,100,83,6,1,5,86,100,83,3,0,3,43,0,50,1,0,1,14,0,17,57,100,50,43,0,50,0,0,0,0.00,0.00,0.00,3,3,3.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,57,3,2,0,1,1,1,0,0,1,1,0,0,0,2,0,0,0,3,14,0,17,29,0,33,0
Japan National Team,Japan,2002,Japan,4,3,1,0,2,1,1,1,1,0,1,1,0,1.75,1.33,3,0,0,0,11,5,3,2,8,6,2,3,2,3,0,0,2,72,90,45,120,90,0,2,1,1,1,1,0,1,1,0,2,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,3,2,1,1,1,0,0.75,0.67,1,2,2,2,1.25,1,2,0.75,1,0,0.25,0.33,0,0,0,0,0.25,0.33,0,4,2,1,1,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,2,3,3,4,4,0,2,2,2,3,3,0,0,1,1,1,1,100,50,25,25,0,0,100,33,33,33,0,0,100,100,0,0,0,0,0,50,75,75,100,100,0,67,67,67,100,100,0,0,100,100,100,100,1,0,0,1,0,0,0,0,0,25,0,0,33,0,0,0,0,0,50,33,100,-27,50,33,100,25,33,0,25,33,0,50,33,100,3,2,1,75,67,100,4,3,1,100,100,100,0,0,0,0,0,0,0,0,0,75,67,100,25,33,0,0.00,0.00,0.00,1.5,2,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,50,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,0,1,0,25,33,0,25,33,0,0
China National Team,China,2002,China,3,1,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,30,0,9,-9,9,2,7,0,0,2,7,-2,-7,0,0,0,30,45,26,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,-5,0,-5,0,0,0,1,1,0,2,0,2,0.33,1,0,3,2,3.5,0,0,0,3,2,3.5,1.67,0,2.5,0,0,0,1.67,0,2.5,3,3,2,1,0,0,1,1,0,0,0,0,2,2,2,1,0,0,0,0,1,2,3,3,0,0,1,1,1,1,0,0,0,1,2,2,100,100,67,33,0,0,100,100,0,0,0,0,100,100,100,50,0,0,0,0,33,67,100,100,0,0,100,100,100,100,0,0,0,50,100,100,2,2,1,0,0,0,2,2,1,67,67,33,0,0,0,100,100,50,0,0,0,17,0,0,0,0,0,0,100,100,100,0,0,0,1,1,0,33,100,0,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,100,0,67,0,100,0.00,0.00,0.00,2.33,3,2.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,2,0,1,0,0,0,100,100,100,0
Saudi Arabia National Team,Saudi Arabia,2002,Saudi Arabia,3,1,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,32,0,12,-12,12,3,9,0,0,3,9,-3,-9,0,0,0,23,30,20,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,-5,-1,-4,0,0,0,1,0,1,2,1,1,0.33,0,0.5,4,3,4.5,0,0,0,4,3,4.5,1.67,1,2,0,0,0,1.67,1,2,3,2,2,1,1,1,1,1,1,0,0,0,2,1,1,1,1,1,0,1,1,2,2,2,0,0,0,1,1,1,0,1,1,1,1,1,100,67,67,33,33,33,100,100,100,0,0,0,100,50,50,50,50,50,0,33,33,67,67,67,0,0,0,100,100,100,0,50,50,50,50,50,2,1,1,1,0,0,1,1,1,67,33,33,100,0,0,50,50,50,0,0,0,13,0,0,0,0,0,0,100,100,100,0,0,0,1,0,1,33,0,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,0,50,67,100,50,0.00,0.00,0.00,1,1,1.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,133,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,1,3,0,0,0,100,100,100,0
South Korea National Team,South Korea,2002,South Korea,7,4,3,0,3,2,1,2,1,1,2,1,1,1.57,1.75,1.33,0,0,0,4,8,6,2,14,12,2,7,1,5,1,2,0,79,51,273,105,72,273,3,1,2,3,3,0,2,0,2,2,1,1,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5,0,-3,-3,0,1,1,0,3,0,3,3,3,0,0.86,0.75,1,2,3,0.67,1.14,1.75,0.33,0.86,1.25,0.33,1,1.75,0,0.29,0.5,0,0.71,1.25,0,6,4,2,1,1,0,4,4,2,1,1,0,2,0,0,0,0,0,1,3,5,6,6,7,0,0,2,3,3,4,1,3,3,3,3,3,86,57,29,14,14,0,100,100,50,25,25,0,67,0,0,0,0,0,14,43,71,86,86,100,0,0,50,75,75,100,33,100,100,100,100,100,4,1,1,4,1,1,0,0,0,57,14,14,100,25,25,0,0,0,43,50,33,5,43,25,67,43,75,0,29,0,67,29,25,33,4,1,3,57,25,100,5,2,3,71,50,100,1,1,0,14,25,0,14,25,0,43,0,100,43,75,0,0.00,0.00,0.00,2,2,2.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,29,1,0,1,0,0,1,1,1,2,1,2,1,1,0,0,0,1,0,29,25,33,29,25,33,0
Argentina National Team,Argentina,2002,Argentina,3,2,1,0,1,1,0,1,0,1,1,1,0,1.33,1.5,1,0,0,0,15,2,2,0,4,2,2,1,1,1,1,0,0,134,180,90,134,180,90,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,1.33,1,2,0.67,0.5,1,0.67,0.5,1,0.33,0.5,0,0,0,0,0.33,0.5,0,3,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,3,3,3,3,0,2,2,2,2,2,0,0,1,1,1,1,100,33,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,67,100,100,100,100,0,100,100,100,100,100,0,0,100,100,100,100,1,0,0,1,0,0,0,0,0,33,0,0,50,0,0,0,0,0,33,50,0,0,33,50,0,33,0,100,33,50,0,33,50,0,2,1,1,67,50,100,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,67,50,100,33,50,0,0.00,0.00,0.00,2.33,1.5,4.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,33,0,100,33,50,0,0
Russia National Team,Russia,2002,Russia,3,1,2,0,1,1,0,0,0,0,2,0,2,1,3,0,0,0,0,23,4,4,0,8,2,6,2,2,0,4,2,-2,68,45,90,68,0,45,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,2,1,1,1,0,1,0.67,1,0.5,2.67,2,3,1.33,2,1,1.33,0,2,0.33,0,0.5,0,0,0,0.33,0,0.5,3,2,1,1,1,0,1,1,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,3,0,0,1,1,1,1,0,1,1,1,1,2,100,67,33,33,33,0,100,100,0,0,0,0,100,50,50,50,50,0,0,33,67,67,67,100,0,0,100,100,100,100,0,50,50,50,50,100,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,50,0,0,33,100,0,75,33,100,0,33,0,50,33,0,50,33,100,0,2,1,1,67,100,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,67,100,50,33,0,50,0.00,0.00,0.00,3,2,3.50,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,67,0,100,0
Uruguay National Team,Uruguay,2002,Uruguay,3,1,2,0,0,0,0,2,0,2,1,1,0,0.67,0,1,0,0,0,26,4,5,-1,9,3,6,1,3,2,3,-1,0,68,90,60,54,45,60,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,-4,-1,-3,0,0,0,1,0,1,2,1,1,0.33,0,0.5,3,3,3,1.33,1,1.5,1.67,2,1.5,1.33,1,1.5,0,0,0,1.33,1,1.5,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,67,67,67,33,33,33,100,100,100,0,0,0,50,50,50,50,50,50,33,33,33,67,67,67,0,0,0,100,100,100,50,50,50,50,50,50,2,1,1,1,0,0,1,1,1,67,33,33,100,0,0,50,50,50,0,0,0,-23,33,0,50,67,100,50,33,0,50,0,0,0,1,0,1,33,0,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,0,50,67,100,50,0.00,0.00,0.00,3.33,1,4.50,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,0,0,2,0,1,0,1,0,1,1,1,1,0,0,0,1,67,0,100,33,100,0,0
Ecuador National Team,Ecuador,2002,Ecuador,3,1,2,0,1,1,0,0,0,0,2,0,2,1,3,0,0,0,0,24,2,4,-2,6,1,5,1,1,0,4,1,-3,134,90,180,68,0,45,1,1,0,1,0,1,1,0,1,2,1,1,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,-2,0,-2,0,0,0,2,1,1,1,0,1,0.67,1,0.5,2,1,2.5,0.67,1,0.5,1.33,0,2,1.33,0,2,0.33,0,0.5,1,0,1.5,3,2,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,2,3,3,3,0,1,1,1,1,1,0,0,1,2,2,2,100,67,33,0,0,0,100,0,0,0,0,0,100,100,50,0,0,0,0,33,67,100,100,100,0,100,100,100,100,100,0,0,50,100,100,100,2,2,0,0,0,0,2,2,0,67,67,0,0,0,0,100,100,0,33,100,0,75,33,100,0,33,0,50,33,0,50,67,100,50,1,1,0,33,100,0,2,1,1,67,100,50,1,0,1,33,0,50,0,0,0,67,100,50,33,0,50,0.00,0.00,0.00,3,1,4.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,67,0,100,0
Brazil National Team,Brazil,2002,Brazil,7,4,3,0,7,4,3,0,0,0,0,0,0,3,3,3,0,0,0,1,18,4,14,22,10,12,9,9,1,3,8,6,35,40,30,158,360,90,4,3,1,3,1,2,0,0,0,5,3,2,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,1,2,4,2,2,2,1,1,4,2,2,1,1,0,1.43,1.25,1.67,3.14,2.5,4,2.57,2.25,3,0.57,0.25,1,1.43,1,2,1,0.75,1.33,0.43,0.25,0.67,7,6,4,2,1,1,4,3,2,1,0,0,3,3,2,1,1,1,0,1,3,5,6,6,0,1,2,3,4,4,0,0,1,2,2,2,100,86,57,29,14,14,100,75,50,25,0,0,100,100,67,33,33,33,0,14,43,71,86,86,0,25,50,75,100,100,0,0,33,67,67,67,4,3,2,2,1,1,2,2,1,57,43,29,50,25,25,67,67,33,100,100,100,22,57,75,33,43,25,67,0,0,0,71,75,67,4,3,1,57,75,33,4,3,1,57,75,33,2,0,2,29,0,67,29,25,33,57,50,67,14,25,0,0.00,0.00,0.00,1.29,1.25,1.33,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,71,1,2,0,2,5,1,4,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Nigeria National Team,Nigeria,2002,Nigeria,3,1,2,0,0,0,0,1,1,0,2,0,2,0.33,1,0,0,0,0,28,1,3,-2,4,0,4,0,1,0,3,0,-2,273,0,180,90,0,60,1,1,0,1,0,1,2,1,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0,1,1,1,1.33,0,2,0.33,0,0.5,1,0,1.5,0.67,0,1,0.33,0,0.5,0.33,0,0.5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,2,3,3,3,1,1,1,1,1,1,0,1,1,2,2,2,67,33,33,0,0,0,0,0,0,0,0,0,100,50,50,0,0,0,33,67,67,100,100,100,100,100,100,100,100,100,0,50,50,100,100,100,1,1,0,0,0,0,1,1,0,33,33,0,0,0,0,50,50,0,0,0,0,0,33,100,0,33,0,50,67,100,50,33,0,50,2,1,1,67,100,50,2,1,1,67,100,50,1,0,1,33,0,50,0,0,0,100,100,100,0,0,0,0.00,0.00,0.00,1,0,1.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,33,100,0,67,0,100,0
United States Men's National Team,USMNT,2002,USA,5,1,4,0,2,1,1,1,0,1,2,0,2,1.4,3,1,0,0,0,8,7,7,0,14,5,9,3,4,2,5,1,-1,64,30,90,64,45,72,1,0,1,3,1,2,1,0,1,3,1,2,0,0,0,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,1,3,1,2,-1,3,1,2,0,0,0,2,0,2,1.8,3,1.5,2.8,5,2.25,1.4,3,1,1.4,2,1.25,1.8,4,1.25,1,3,0.5,0.8,1,0.75,5,4,2,2,1,0,1,1,1,1,1,0,4,3,1,1,0,0,0,1,3,3,4,5,0,0,0,0,0,1,0,1,3,3,4,4,100,80,40,40,20,0,100,100,100,100,100,0,100,75,25,25,0,0,0,20,60,60,80,100,0,0,0,0,0,100,0,25,75,75,100,100,5,2,1,1,1,1,4,1,0,100,40,20,100,100,100,100,25,0,40,100,25,36,20,0,25,60,100,50,20,0,25,60,100,50,2,0,2,40,0,50,2,0,2,40,0,50,1,1,0,20,100,0,60,100,50,0,0,0,40,0,50,0.00,0.00,0.00,2.8,1,3.25,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,80,2,0,2,1,0,0,1,0,1,2,0,0,2,0,0,1,2,0,20,0,25,40,0,50,0
Cameroon National Team,Cameroon,2002,Cameroon,3,2,1,0,1,1,0,1,0,1,1,1,0,1.33,1.5,1,0,0,0,20,2,3,-1,5,3,2,1,1,2,1,-1,0,134,180,90,90,90,90,1,1,0,1,0,1,1,1,0,2,1,1,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2,2,0,0,0,0,1.67,1,3,1.67,1.5,2,0.67,0.5,1,1,1,1,0.33,0,1,0.33,0,1,0,0,0,3,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,3,3,3,3,0,1,2,2,2,2,0,0,1,1,1,1,100,67,0,0,0,0,100,50,0,0,0,0,100,100,0,0,0,0,0,33,100,100,100,100,0,50,100,100,100,100,0,0,100,100,100,100,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,100,0,0,33,50,0,0,33,50,0,33,0,100,33,50,0,67,50,100,3,2,1,100,100,100,2,2,0,67,100,0,0,0,0,0,0,0,33,0,100,67,100,0,0,0,0,0.00,0.00,0.00,3.33,4.5,1.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,33,0,100,33,50,0,0
Mexico National Team,Mexico,2002,Mexico,4,3,1,0,2,1,1,1,1,0,1,1,0,1.75,1.33,3,0,0,0,10,4,4,0,8,7,1,3,1,4,0,-1,1,90,90,90,90,68,0,1,0,1,2,2,0,1,1,0,2,1,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,1,1,0,2,1,1,1,1,0,1.25,1.33,1,2,2.33,1,1,1,1,1,1.33,0,1,1.33,0,0.5,0.67,0,0.5,0.67,0,4,3,1,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,1,3,4,4,4,0,0,2,3,3,3,0,1,1,1,1,1,100,75,25,0,0,0,100,100,33,0,0,0,100,0,0,0,0,0,0,25,75,100,100,100,0,0,67,100,100,100,0,100,100,100,100,100,3,1,0,3,1,0,0,0,0,75,25,0,100,33,0,0,0,0,50,33,100,-17,25,0,100,50,67,0,25,33,0,50,33,100,2,1,1,50,33,100,2,1,1,50,33,100,1,1,0,25,33,0,25,33,0,50,33,100,25,33,0,0.00,0.00,0.00,2.5,3.33,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,1,0,1,25,33,0,25,33,0,0
