team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
France National Team,France,2018,France,7,5,2,0,6,5,1,1,0,1,0,0,0,2.71,3,2,1,0,0,1,14,6,8,20,18,2,12,2,6,0,6,2,45,38,90,105,75,0,4,2,2,3,3,0,1,0,1,6,5,1,21,16,5,12,10,2,48,41,65,74,52,22,36,29,7,38,23,15,92,67,25,5,4,1,2,2,0,3,2,1,3,2,1,4,3,1,0,0,0,1.86,1.8,2,2.86,3.6,1,2,2.4,1,0.86,1.2,0,1,1.2,0.5,0.71,0.8,0.5,0.29,0.4,0,6,4,3,2,2,2,5,3,3,2,2,2,1,1,0,0,0,0,1,3,4,5,5,5,0,2,2,3,3,3,1,1,2,2,2,2,86,57,43,29,29,29,100,60,60,40,40,40,50,50,0,0,0,0,14,43,57,71,71,71,0,40,40,60,60,60,50,50,100,100,100,100,4,2,1,3,2,1,1,0,0,57,29,14,60,40,20,50,0,0,86,100,50,-10,57,40,100,43,60,0,14,0,50,86,100,50,5,3,2,71,60,100,3,2,1,43,40,50,2,2,0,29,40,0,43,40,50,57,60,50,0,0,0,3.00,3.20,2.50,1.71,2,1.00,56,43,14,0,0,0,0,0,1.39,1.39,1.39,1.15,1.17,1.10,100,0,2,0,3,0,4,4,1,0,0,0,1,0,2,0,2,0,1,14,0,50,0,0,0,0
Croatia National Team,Croatia,2018,Croatia,7,3,4,0,4,2,2,2,1,1,1,0,1,2,2.33,1.75,1,0,0,3,14,9,5,23,7,16,5,9,2,7,3,2,45,54,40,70,134,51,2,1,1,5,2,3,0,0,0,3,1,2,40,19,21,15,4,11,57,54,59,94,43,51,37,18,19,57,25,32,107,48,59,4,2,2,5,2,3,-1,0,-1,1,1,0,4,1,3,2,1,1,1,1.33,0.75,3.29,2.33,4,2,1.67,2.25,1.29,0.67,1.75,1.29,1.33,1.25,0.57,0.67,0.5,0.71,0.67,0.75,7,7,5,2,1,1,3,3,1,0,0,0,4,4,4,2,1,1,0,0,2,5,6,6,0,0,2,3,3,3,0,0,0,2,3,3,100,100,71,29,14,14,100,100,33,0,0,0,100,100,100,50,25,25,0,0,29,71,86,86,0,0,67,100,100,100,0,0,0,50,75,75,5,3,1,3,1,0,2,2,1,71,43,14,100,33,0,50,50,25,57,67,50,16,29,33,25,71,67,75,0,0,0,43,33,50,3,1,2,43,33,50,3,1,2,43,33,50,3,1,2,43,33,50,14,33,0,57,33,75,29,33,25,5.71,6.33,5.25,2.14,1.33,2.75,100,86,71,56,56,43,28,28,1.66,1.79,1.57,1.32,1.26,1.37,71,1,0,1,2,0,2,2,2,2,2,1,0,2,0,1,1,1,0,29,33,25,14,0,25,14
Denmark National Team,Denmark,2018,Denmark,4,2,2,0,1,0,1,3,2,1,0,0,0,1.5,1,2,2,0,0,12,3,2,1,5,2,3,1,2,1,1,0,1,120,180,90,180,180,180,2,1,1,2,1,1,1,1,0,3,1,2,18,7,11,6,3,3,43,40,47,37,15,22,17,9,8,20,6,14,54,17,37,2,1,1,2,1,1,0,0,0,0,0,0,4,2,2,0,0,0,1,1,1,1.25,1,1.5,0.75,0.5,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,3,2,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,2,4,4,4,4,1,1,2,2,2,2,0,1,2,2,2,2,75,50,0,0,0,0,50,50,0,0,0,0,100,50,0,0,0,0,25,50,100,100,100,100,50,50,100,100,100,100,0,50,100,100,100,100,2,2,0,1,1,0,1,1,0,50,50,0,50,50,0,50,50,0,25,0,50,0,50,50,50,50,50,50,25,50,0,75,50,100,2,1,1,50,50,50,2,1,1,50,50,50,2,1,1,50,50,50,0,0,0,100,100,100,0,0,0,4.50,3.50,5.50,1.5,1.5,1.50,75,75,50,25,0,0,0,0,1.24,1.10,1.38,1.61,1.37,1.85,25,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,75,100,50,0,0,0,0
Japan National Team,Japan,2018,Japan,4,2,2,0,1,0,1,1,1,0,2,1,1,1,0.5,1.5,2,0,0,17,6,7,-1,13,5,8,2,4,3,4,-1,0,60,90,45,51,60,45,0,0,0,3,1,2,1,1,0,2,0,2,19,7,12,5,3,2,54,55,53,35,14,21,20,8,12,15,6,9,37,19,18,2,1,1,2,1,1,0,0,0,0,0,0,4,2,2,0,0,0,1,1,1,3.25,2.5,4,1.5,1,2,1.75,1.5,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,4,3,3,2,1,0,2,1,1,1,0,0,2,2,2,1,1,0,0,1,1,2,3,4,0,1,1,1,2,2,0,0,0,1,1,2,100,75,75,50,25,0,100,50,50,50,0,0,100,100,100,50,50,0,0,25,25,50,75,100,0,50,50,50,100,100,0,0,0,50,50,100,2,2,0,1,1,0,1,1,0,50,50,0,50,50,0,50,50,0,25,0,50,-10,0,0,0,75,50,100,25,50,0,50,0,100,2,1,1,50,50,50,2,1,1,50,50,50,2,1,1,50,50,50,0,0,0,100,100,100,0,0,0,4.75,3.50,6.00,1.25,1.5,1.00,100,75,75,50,50,50,25,25,1.06,0.88,1.24,1.47,1.36,1.59,100,1,0,0,1,1,1,0,2,0,0,1,0,1,0,1,1,2,1,25,50,0,50,50,50,25
Australia National Team,Australia,2018,Australia,3,1,2,0,0,0,0,1,0,1,2,1,1,0.33,0,0.5,4,0,0,30,2,5,-3,7,2,5,0,2,2,3,-2,-1,134,0,90,54,45,60,0,0,0,2,0,2,1,1,0,0,0,0,14,8,6,7,4,3,52,57,49,24,10,14,10,3,7,14,7,7,38,14,24,1,0,1,2,1,1,-1,-1,0,0,0,0,2,0,2,1,1,0,0.67,0,1,2.33,2,2.5,0.67,0,1,1.67,2,1.5,1,1,1,0.33,0,0.5,0.67,1,0.5,3,3,1,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,2,3,3,3,0,0,1,1,1,1,0,0,1,2,2,2,100,100,33,0,0,0,100,100,0,0,0,0,100,100,50,0,0,0,0,0,67,100,100,100,0,0,100,100,100,100,0,0,50,100,100,100,2,1,0,1,0,0,1,1,0,67,33,0,100,0,0,50,50,0,0,0,0,-60,0,0,0,67,0,100,33,100,0,0,0,0,1,0,1,33,0,50,2,1,1,67,100,50,1,0,1,33,0,50,0,0,0,67,0,100,33,100,0,4.67,8.00,3.00,2.33,4,1.50,67,67,33,33,33,0,0,0,1.02,1.27,0.89,1.24,0.85,1.44,33,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,33,0,50,67,100,50,0
Saudi Arabia National Team,Saudi Arabia,2018,Saudi Arabia,3,1,2,0,1,1,0,0,0,0,2,0,2,1,3,0,3,0,0,20,2,7,-5,9,3,6,2,0,1,6,1,-6,134,45,0,39,90,30,0,0,0,1,1,0,2,0,2,0,0,0,13,7,6,1,0,1,60,64,58,30,19,11,12,9,3,18,10,8,30,7,23,1,1,0,4,1,3,-3,0,-3,0,0,0,1,1,0,2,0,2,0.33,1,0,3,3,3,0.67,2,0,2.33,1,3,1.67,2,1.5,0.33,1,0,1.33,1,1.5,3,2,2,1,1,0,1,1,1,0,0,0,2,1,1,1,1,0,0,1,1,2,2,3,0,0,0,1,1,1,0,1,1,1,1,2,100,67,67,33,33,0,100,100,100,0,0,0,100,50,50,50,50,0,0,33,33,67,67,100,0,0,0,100,100,100,0,50,50,50,50,100,3,2,0,1,1,0,2,1,0,100,67,0,100,100,0,100,50,0,33,100,0,128,0,0,0,33,100,0,67,0,100,0,0,0,0,0,0,0,0,0,2,0,2,67,0,100,1,1,0,33,100,0,0,0,0,33,100,0,67,0,100,4.33,7.00,3.00,0.33,0,0.50,100,67,33,0,0,0,0,0,1.29,2.35,0.76,1.34,0.85,1.58,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1,2,0,0,0,67,0,100,0
Iran National Team,Iran,2018,Iran,3,2,1,0,1,0,1,1,1,0,1,1,0,1.33,0.5,3,3,0,0,15,2,2,0,4,3,1,1,1,2,0,-1,1,134,180,90,134,90,0,1,0,1,1,1,0,1,1,0,1,0,1,5,3,2,7,4,3,27,24,33,24,15,9,6,3,3,18,12,6,44,30,14,0,0,0,1,1,0,-1,-1,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,1.33,1.5,1,0.67,0.5,1,0.67,1,0,0.33,0.5,0,0,0,0,0.33,0.5,0,3,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,3,3,3,3,0,1,2,2,2,2,0,1,1,1,1,1,100,33,0,0,0,0,100,50,0,0,0,0,100,0,0,0,0,0,0,67,100,100,100,100,0,50,100,100,100,100,0,100,100,100,100,100,1,0,0,1,0,0,0,0,0,33,0,0,50,0,0,0,0,0,33,0,100,-37,33,0,100,33,50,0,33,50,0,33,0,100,2,1,1,67,50,100,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,67,50,100,33,50,0,1.67,1.50,2.00,2.33,2,3.00,67,33,0,0,0,0,0,0,0.67,0.63,0.74,1.58,1.72,1.29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,33,50,0,33,50,0,0
South Korea National Team,South Korea,2018,South Korea,3,2,1,0,1,1,0,0,0,0,2,1,1,1,1.5,0,3,0,0,19,3,3,0,6,5,1,3,0,2,1,1,-1,90,60,0,90,90,90,1,1,0,1,1,0,1,0,1,1,1,0,15,10,5,10,8,2,37,34,45,23,20,3,13,13,0,10,7,3,63,40,23,0,0,0,1,1,0,-1,-1,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,2,2.5,1,1,1.5,0,1,1,1,0.33,0.5,0,0,0,0,0.33,0.5,0,3,2,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,2,3,3,3,0,0,1,2,2,2,0,1,1,1,1,1,100,67,33,0,0,0,100,100,50,0,0,0,100,0,0,0,0,0,0,33,67,100,100,100,0,0,50,100,100,100,0,100,100,100,100,100,1,0,0,1,0,0,0,0,0,33,0,0,50,0,0,0,0,0,33,50,0,0,33,50,0,33,50,0,33,0,100,33,50,0,2,1,1,67,50,100,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,67,50,100,33,50,0,5.00,5.00,5.00,3.33,4,2.00,100,100,100,100,100,67,0,0,0.98,1.26,0.44,1.86,2.06,1.47,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,67,50,100,0
Argentina National Team,Argentina,2018,Argentina,4,2,2,0,1,0,1,1,1,0,2,1,1,1,0.5,1.5,2,0,0,16,6,9,-3,15,5,10,1,5,4,5,-3,0,60,180,36,40,45,36,0,0,0,3,1,2,1,1,0,2,1,1,24,15,9,11,3,8,66,67,64,38,25,13,22,12,10,16,13,3,56,26,30,3,1,2,2,1,1,1,0,1,1,0,1,3,2,1,0,0,0,1.5,1,2,3.75,2.5,5,1.5,0.5,2.5,2.25,2,2.5,1.25,1,1.5,0.75,0.5,1,0.5,0.5,0.5,4,4,3,1,1,1,2,2,1,0,0,0,2,2,2,1,1,1,0,0,1,3,3,3,0,0,1,2,2,2,0,0,0,1,1,1,100,100,75,25,25,25,100,100,50,0,0,0,100,100,100,50,50,50,0,0,25,75,75,75,0,0,50,100,100,100,0,0,0,50,50,50,3,2,0,1,1,0,2,1,0,75,50,0,50,50,0,100,50,0,25,0,50,-28,0,0,0,75,50,100,25,50,0,50,50,50,2,1,1,50,50,50,1,1,0,25,50,0,2,1,1,50,50,50,25,0,50,75,100,50,0,0,0,6.00,7.50,4.50,2.75,1.5,4.00,75,50,25,25,25,25,0,0,1.52,1.86,1.19,1.13,1.17,1.10,175,0,2,0,0,2,0,0,0,2,0,1,1,0,0,3,2,1,1,25,50,0,50,50,50,0
Russia National Team,Russia,2018,Russia,5,3,2,0,2,2,0,2,1,1,1,0,1,1.6,2.33,0.5,2,0,0,8,11,7,4,18,13,5,10,1,3,4,7,-3,41,27,180,64,90,45,1,1,0,3,2,1,1,0,1,3,3,0,26,19,7,8,3,5,37,40,33,37,28,9,23,19,4,14,9,5,83,46,37,4,3,1,4,1,3,0,2,-2,1,1,0,3,2,1,1,0,1,1.2,1.67,0.5,3.6,4.33,2.5,2.2,3.33,0.5,1.4,1,2,1.6,1.33,2,0.8,1,0.5,0.8,0.33,1.5,5,5,4,3,1,0,3,3,3,3,1,0,2,2,1,0,0,0,0,0,1,2,4,5,0,0,0,0,2,3,0,0,1,2,2,2,100,100,80,60,20,0,100,100,100,100,33,0,100,100,50,0,0,0,0,0,20,40,80,100,0,0,0,0,67,100,0,0,50,100,100,100,4,4,0,2,2,0,2,2,0,80,80,0,67,67,0,100,100,0,40,67,0,40,20,33,0,60,67,50,20,0,50,60,100,0,2,2,0,40,67,0,2,1,1,40,33,50,2,1,1,40,33,50,20,33,0,60,67,50,20,0,50,5.20,6.33,3.50,1.6,1,2.50,80,80,60,60,60,20,20,20,1.22,1.54,0.76,1.49,1.18,1.94,20,0,1,0,1,3,1,1,1,2,1,1,1,1,0,0,0,1,1,40,33,50,20,0,50,0
Uruguay National Team,Uruguay,2018,Uruguay,5,4,1,0,4,3,1,0,0,0,1,1,0,2.4,2.25,3,1,0,0,4,7,3,4,10,9,1,6,1,3,0,3,1,64,60,90,150,120,0,3,2,1,1,1,0,1,1,0,4,3,1,18,13,5,3,3,0,47,44,59,52,40,12,26,20,6,26,20,6,63,57,6,4,4,0,1,1,0,3,3,0,3,3,0,1,0,1,1,1,0,2,2.25,1,2,2.25,1,1.4,1.5,1,0.6,0.75,0,1,1.25,0,0.8,1,0,0.2,0.25,0,5,3,2,0,0,0,4,3,2,0,0,0,1,0,0,0,0,0,0,2,3,5,5,5,0,1,2,4,4,4,0,1,1,1,1,1,100,60,40,0,0,0,100,75,50,0,0,0,100,0,0,0,0,0,0,40,60,100,100,100,0,25,50,100,100,100,0,100,100,100,100,100,4,1,0,4,1,0,0,0,0,80,20,0,100,25,0,0,0,0,80,75,100,-9,60,50,100,20,25,0,20,25,0,80,75,100,4,3,1,80,75,100,2,1,1,40,25,100,0,0,0,0,0,0,60,75,0,20,0,100,20,25,0,3.60,3.25,5.00,0.6,0.75,0.00,60,20,20,20,20,20,0,0,1.34,1.28,1.60,1.19,1.24,1.01,20,2,0,2,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,20,25,0,0
Brazil National Team,Brazil,2018,Brazil,5,4,1,0,3,2,1,1,1,0,1,1,0,2,1.75,3,1,0,0,6,8,3,5,11,9,2,6,2,3,0,3,2,56,60,45,150,120,0,3,2,1,2,2,0,0,0,0,4,3,1,41,32,9,7,7,0,58,58,58,81,71,10,45,38,7,36,33,3,49,42,7,2,1,1,2,2,0,0,-1,1,2,1,1,2,2,0,1,1,0,1.6,1.25,3,2.2,2.25,2,1.6,1.5,2,0.6,0.75,0,0.8,0.75,1,0.4,0.25,1,0.4,0.5,0,5,5,1,0,0,0,4,4,1,0,0,0,1,1,0,0,0,0,0,0,4,5,5,5,0,0,3,4,4,4,0,0,1,1,1,1,100,100,20,0,0,0,100,100,25,0,0,0,100,100,0,0,0,0,0,0,80,100,100,100,0,0,75,100,100,100,0,0,100,100,100,100,3,1,0,2,1,0,1,0,0,60,20,0,50,25,0,100,0,0,60,50,100,-16,60,50,100,40,50,0,0,0,0,80,75,100,4,3,1,80,75,100,3,3,0,60,75,0,0,0,0,0,0,0,40,25,100,40,50,0,20,25,0,8.20,8.00,9.00,1.4,1.75,0.00,100,100,100,80,60,60,40,40,2.34,2.52,1.64,0.92,0.85,1.18,20,0,1,0,1,0,1,1,1,3,0,1,0,1,1,0,0,0,0,20,25,0,20,25,0,20
Nigeria National Team,Nigeria,2018,Nigeria,3,2,1,0,1,1,0,0,0,0,2,1,1,1,1.5,0,3,0,0,24,3,4,-1,7,5,2,3,0,2,2,1,-2,90,60,0,68,90,45,1,1,0,1,1,0,1,0,1,1,1,0,14,9,5,4,3,1,47,47,46,30,20,10,12,9,3,18,11,7,45,29,16,0,0,0,2,1,1,-2,-1,-1,0,0,0,1,1,0,2,1,1,0.33,0.5,0,2.33,2.5,2,1,1.5,0,1.33,1,2,0.67,0.5,1,0,0,0,0.67,0.5,1,3,3,1,0,0,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,2,3,3,3,0,0,1,2,2,2,0,0,1,1,1,1,100,100,33,0,0,0,100,100,50,0,0,0,100,100,0,0,0,0,0,0,67,100,100,100,0,0,50,100,100,100,0,0,100,100,100,100,2,0,0,1,0,0,1,0,0,67,0,0,50,0,0,100,0,0,33,50,0,38,33,50,0,33,50,0,33,0,100,33,50,0,1,1,0,33,50,0,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,33,50,0,67,50,100,4.67,4.50,5.00,1.33,1.5,1.00,100,100,67,67,67,0,0,0,1.22,1.28,1.10,1.18,1.19,1.15,33,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,67,50,100,0
Mexico National Team,Mexico,2018,Mexico,4,1,3,0,2,0,2,0,0,0,2,1,1,1.5,0,2,2,0,0,11,3,6,-3,9,3,6,0,3,3,3,-3,0,120,0,90,60,30,90,1,0,1,1,0,1,2,1,1,2,0,2,20,7,13,9,3,6,53,66,48,44,12,32,17,4,13,27,8,19,54,14,40,2,0,2,0,0,0,2,0,2,2,0,2,2,1,1,0,0,0,2,1,2.33,2.25,3,2,0.75,0,1,1.5,3,1,0.5,0,0.67,0.5,0,0.67,0,0,0,4,3,2,0,0,0,1,1,1,0,0,0,3,2,1,0,0,0,0,1,2,4,4,4,0,0,0,1,1,1,0,1,2,3,3,3,100,75,50,0,0,0,100,100,100,0,0,0,100,67,33,0,0,0,0,25,50,100,100,100,0,0,0,100,100,100,0,33,67,100,100,100,2,0,0,0,0,0,2,0,0,50,0,0,0,0,0,67,0,0,50,0,67,-100,25,0,33,25,0,33,50,100,33,50,0,67,4,1,3,100,100,100,2,1,1,50,100,33,0,0,0,0,0,0,50,0,67,50,100,33,0,0,0,5.00,7.00,4.33,2.25,3,2.00,100,100,100,75,50,50,25,25,1.34,1.57,1.26,1.91,1.55,2.02,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,50,100,33,25
Colombia National Team,Colombia,2018,Colombia,4,2,2,0,2,0,2,1,1,0,1,1,0,1.75,0.5,3,1,0,0,9,6,3,3,9,5,4,2,4,3,0,-1,4,60,90,45,120,60,0,2,0,2,2,2,0,0,0,0,2,0,2,13,5,8,11,10,1,50,43,58,31,17,14,17,9,8,14,8,6,63,38,25,2,1,1,1,1,0,1,0,1,1,0,1,3,2,1,0,0,0,1.5,1,2,2.25,2.5,2,1.5,1,2,0.75,1.5,0,0.75,1,0.5,0.5,0.5,0.5,0.25,0.5,0,4,3,2,0,0,0,2,2,1,0,0,0,2,1,1,0,0,0,0,1,2,4,4,4,0,0,1,2,2,2,0,1,1,2,2,2,100,75,50,0,0,0,100,100,50,0,0,0,100,50,50,0,0,0,0,25,50,100,100,100,0,0,50,100,100,100,0,50,50,100,100,100,2,1,0,1,1,0,1,0,0,50,25,0,50,50,0,50,0,0,50,0,100,-67,50,0,100,50,100,0,0,0,0,50,0,100,3,1,2,75,50,100,2,1,1,50,50,50,1,1,0,25,50,0,25,0,50,75,100,50,0,0,0,3.25,2.50,4.00,2.75,5,0.50,75,75,75,25,25,25,0,0,0.83,0.88,0.80,1.20,1.48,0.93,50,0,0,0,2,0,0,1,2,1,1,0,0,0,0,1,0,1,0,25,50,0,25,50,0,0
Costa Rica National Team,Costa Rica,2018,Costa Rica,3,1,2,0,0,0,0,1,0,1,2,1,1,0.33,0,0.5,4,0,0,29,2,5,-3,7,1,6,0,2,1,4,-1,-2,134,0,90,54,90,45,0,0,0,1,0,1,2,1,1,0,0,0,11,5,6,6,2,4,40,52,34,24,7,17,11,4,7,13,3,10,43,18,25,0,0,0,1,0,1,-1,0,-1,0,0,0,2,1,1,1,0,1,0.67,1,0.5,2.33,1,3,0.67,0,1,1.67,1,2,0.33,0,0.5,0,0,0,0.33,0,0.5,3,2,1,1,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,1,2,2,3,3,0,1,1,1,1,1,0,0,1,1,2,2,100,67,33,33,0,0,100,0,0,0,0,0,100,100,50,50,0,0,0,33,67,67,100,100,0,100,100,100,100,100,0,0,50,50,100,100,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,50,0,0,0,0,0,-30,0,0,0,33,0,50,67,100,50,0,0,0,2,1,1,67,100,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,67,100,50,33,0,50,3.67,5.00,3.00,2,2,2.00,100,100,100,67,33,0,0,0,0.97,1.09,0.91,1.79,1.33,2.02,33,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3,33,0,50,67,100,50,0
Senegal National Team,Senegal,2018,Senegal,3,1,2,0,1,0,1,1,0,1,1,1,0,1.33,0,2,3,0,0,18,4,4,0,8,1,7,0,4,1,3,-1,1,68,0,45,68,90,60,0,0,0,2,0,2,1,1,0,2,0,2,9,1,8,6,1,5,41,40,42,28,8,20,15,4,11,13,4,9,45,15,30,2,0,2,1,0,1,1,0,1,1,0,1,2,1,1,0,0,0,1.67,1,2,2.67,1,3.5,1.33,0,2,1.33,1,1.5,1,0,1.5,0.67,0,1,0.33,0,0.5,3,2,2,1,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,1,1,2,3,3,0,1,1,1,1,1,0,0,0,1,2,2,100,67,67,33,0,0,100,0,0,0,0,0,100,100,100,50,0,0,0,33,33,67,100,100,0,100,100,100,100,100,0,0,0,50,100,100,2,1,0,0,0,0,2,1,0,67,33,0,0,0,0,100,50,0,33,0,50,-38,0,0,0,67,0,100,33,100,0,67,0,100,2,1,1,67,100,50,1,1,0,33,100,0,1,0,1,33,0,50,33,0,50,67,100,50,0,0,0,3.00,1.00,4.00,2,1,2.50,33,0,0,0,0,0,0,0,1.24,1.02,1.35,0.98,0.69,1.12,67,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,33,0,50,33,100,0,0
