team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Slovakia National Team,Slovakia,2010,Slovakia,4,2,2,0,1,1,0,1,0,1,2,1,1,1,1.5,0.5,2,0,0,20,5,7,-2,12,7,5,3,2,4,3,-1,-1,72,60,90,51,45,60,0,0,0,3,1,2,1,1,0,2,1,1,21,9,12,11,7,4,47,50,44,38,16,22,15,7,8,23,9,14,69,35,34,1,1,0,2,1,1,-1,0,-1,1,1,0,1,0,1,2,1,1,1,1.5,0.5,3,3.5,2.5,1.25,1.5,1,1.75,2,1.5,0.75,1,0.5,0.25,0.5,0,0.5,0.5,0.5,4,4,2,1,1,0,2,2,1,1,1,0,2,2,1,0,0,0,0,0,2,3,3,4,0,0,1,1,1,2,0,0,1,2,2,2,100,100,50,25,25,0,100,100,50,50,50,0,100,100,50,0,0,0,0,0,50,75,75,100,0,0,50,50,50,100,0,0,50,100,100,100,3,0,0,2,0,0,1,0,0,75,0,0,100,0,0,50,0,0,25,50,0,3,0,0,0,75,50,100,25,50,0,50,50,50,2,1,1,50,50,50,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,25,0,50,50,50,50,5.25,4.50,6.00,2.75,3.5,2.00,75,50,50,25,25,25,25,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,1,0,1,0,0,1,2,0,1,1,0,0,0,0,0,5,25,0,50,50,50,50,0
France National Team,France,2010,France,3,2,1,0,0,0,0,1,0,1,2,2,0,0.33,0,1,4,0,0,28,1,4,-3,5,5,0,1,0,4,0,-3,0,273,180,0,68,45,0,1,0,1,1,1,0,2,1,1,0,0,0,14,10,4,8,5,3,51,52,51,35,22,13,15,11,4,20,11,9,51,31,20,0,0,0,2,2,0,-2,-2,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,1.67,2.5,0,0.33,0.5,0,1.33,2,0,0.67,1,0,0,0,0,0.67,1,0,2,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,0,0,1,2,2,2,1,1,1,1,1,1,67,67,33,0,0,0,100,100,50,0,0,0,0,0,0,0,0,0,33,33,67,100,100,100,0,0,50,100,100,100,100,100,100,100,100,100,1,1,0,1,1,0,0,0,0,33,33,0,50,50,0,0,0,0,0,0,0,1,33,0,100,33,50,0,67,50,100,0,0,0,2,1,1,67,50,100,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,67,50,100,33,50,0,4.67,5.00,4.00,2.67,2.5,3.00,67,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,33,0,100,67,100,0,0
Denmark National Team,Denmark,2010,Denmark,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,1.5,3,0,0,23,3,6,-3,9,4,5,1,2,3,3,-2,-1,90,90,90,45,30,60,0,0,0,2,1,1,1,0,1,0,0,0,11,7,4,6,3,3,46,55,41,32,14,18,18,7,11,14,7,7,54,22,32,1,0,1,3,2,1,-2,-2,0,0,0,0,2,0,2,1,1,0,0.67,0,1,3,4,2.5,1,1,1,2,3,1.5,1.33,2,1,0.33,0,0.5,1,2,0.5,3,3,2,1,0,0,1,1,1,1,0,0,2,2,1,0,0,0,0,0,1,2,3,3,0,0,0,0,1,1,0,0,1,2,2,2,100,100,67,33,0,0,100,100,100,100,0,0,100,100,50,0,0,0,0,0,33,67,100,100,0,0,0,0,100,100,0,0,50,100,100,100,2,2,0,1,1,0,1,1,0,67,67,0,100,100,0,50,50,0,33,0,50,-25,0,0,0,67,100,50,33,0,50,0,0,0,1,0,1,33,0,50,2,1,1,67,100,50,1,0,1,33,0,50,0,0,0,67,0,100,33,100,0,3.67,7.00,2.00,2,3,1.50,100,100,67,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,67,100,50,0
Japan National Team,Japan,2010,Japan,4,1,3,0,2,1,1,1,0,1,1,0,1,1.75,3,1.33,2,0,0,8,4,2,2,6,1,5,1,3,0,2,1,1,90,90,90,180,0,134,2,1,1,1,0,1,2,0,2,2,1,1,12,0,12,7,1,6,42,45,41,42,5,37,25,5,20,17,0,17,70,20,50,3,1,2,0,0,0,3,1,2,2,1,1,2,0,2,0,0,0,2,3,1.67,1.5,1,1.67,1,1,1,0.5,0,0.67,0.75,1,0.67,0.75,1,0.67,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,2,1,1,1,0,0,1,3,3,3,4,4,0,1,1,1,1,1,1,2,2,2,3,3,75,25,25,25,0,0,100,0,0,0,0,0,67,33,33,33,0,0,25,75,75,75,100,100,0,100,100,100,100,100,33,67,67,67,100,100,2,1,0,1,0,0,1,1,0,50,25,0,100,0,0,33,33,0,50,100,33,50,50,100,33,25,0,33,50,0,67,50,100,33,4,1,3,100,100,100,2,0,2,50,0,67,0,0,0,0,0,0,50,100,33,50,0,67,0,0,0,3.00,0.00,4.00,1.75,1,2.00,75,75,75,25,25,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,25,0,33,25,0,33,0
Australia National Team,Australia,2010,Australia,3,1,2,0,1,1,0,1,0,1,1,0,1,1.33,3,0.5,3,0,0,19,3,6,-3,9,3,6,2,1,1,5,1,-4,90,45,180,45,90,36,0,0,0,2,1,1,1,0,1,2,1,1,13,5,8,11,3,8,45,43,46,29,11,18,16,7,9,13,4,9,60,24,36,1,0,1,3,0,3,-2,0,-2,0,0,0,2,1,1,1,0,1,0.67,1,0.5,3,3,3,1,2,0.5,2,1,2.5,1.33,0,2,0.33,0,0.5,1,0,1.5,3,3,2,1,0,0,1,1,1,0,0,0,2,2,1,1,0,0,0,0,1,2,3,3,0,0,0,1,1,1,0,0,1,1,2,2,100,100,67,33,0,0,100,100,100,0,0,0,100,100,50,50,0,0,0,0,33,67,100,100,0,0,0,100,100,100,0,0,50,50,100,100,2,2,0,0,0,0,2,2,0,67,67,0,0,0,0,100,100,0,33,100,0,75,0,0,0,67,100,50,33,0,50,67,100,50,1,1,0,33,100,0,2,1,1,67,100,50,1,0,1,33,0,50,0,0,0,67,100,50,33,0,50,4.33,5.00,4.00,3.67,3,4.00,100,67,67,67,67,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,33,0,50,33,0,50,0
North Korea National Team,North Korea,2010,North Korea,3,1,2,0,0,0,0,0,0,0,3,1,2,0,0,0,4,0,0,31,1,12,-11,13,3,10,0,1,3,9,-3,-8,273,0,180,23,30,20,0,0,0,1,0,1,2,1,1,0,0,0,4,0,4,2,0,2,40,37,41,30,7,23,13,5,8,17,2,15,29,13,16,0,0,0,3,2,1,-3,-2,-1,0,0,0,1,0,1,2,1,1,0.33,0,0.5,4.33,3,5,0.33,0,0.5,4,3,4.5,1,2,0.5,0,0,0,1,2,0.5,3,3,3,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,100,100,100,33,33,33,100,100,100,0,0,0,100,100,100,50,50,50,0,0,0,67,67,67,0,0,0,100,100,100,0,0,0,50,50,50,2,1,0,1,1,0,1,0,0,67,33,0,100,100,0,50,0,0,0,0,0,-38,0,0,0,33,0,50,67,100,50,0,0,0,1,0,1,33,0,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,0,50,67,100,50,1.33,0.00,2.00,0.67,0,1.00,67,33,33,33,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,167,0,0,0,0,0,0,0,0,1,0,2,1,0,0,4,0,1,4,0,0,0,100,100,100,0
South Korea National Team,South Korea,2010,South Korea,4,1,3,0,1,1,0,1,0,1,2,0,2,1,3,0.33,2,0,0,17,6,8,-2,14,2,12,2,4,0,8,2,-4,60,45,68,45,0,34,1,1,0,3,0,3,0,0,0,1,1,0,18,6,12,6,0,6,51,51,51,54,12,42,26,8,18,28,4,24,56,14,42,3,1,2,4,0,4,-1,1,-2,1,1,0,1,0,1,2,0,2,1,3,0.33,3.5,2,4,1.5,2,1.33,2,0,2.67,1.75,1,2,0.75,1,0.67,1,0,1.33,4,4,3,2,1,0,1,1,0,0,0,0,3,3,3,2,1,0,0,0,1,2,3,4,0,0,1,1,1,1,0,0,0,1,2,3,100,100,75,50,25,0,100,100,0,0,0,0,100,100,100,67,33,0,0,0,25,50,75,100,0,0,100,100,100,100,0,0,0,33,67,100,4,2,1,1,0,0,3,2,1,100,50,25,100,0,0,100,67,33,25,100,0,67,25,100,0,75,0,100,0,0,0,25,100,0,1,1,0,25,100,0,1,0,1,25,0,33,2,0,2,50,0,67,25,100,0,25,0,33,50,0,67,4.50,6.00,4.00,1.5,0,2.00,75,75,25,25,25,25,25,25,0.00,0.00,0.00,0.00,0.00,0.00,100,1,0,0,1,2,1,1,0,0,1,2,0,1,0,0,1,3,0,25,0,33,50,0,67,25
Ivory Coast National Team,Ivory Coast,2010,Ivory Coast,3,1,2,0,1,0,1,1,1,0,1,0,1,1.33,1,1.5,3,0,0,18,4,3,1,7,0,7,0,4,0,3,0,1,68,0,45,90,0,60,2,1,1,1,0,1,1,1,0,1,0,1,16,6,10,5,2,3,51,50,52,40,6,34,23,2,21,17,4,13,57,18,39,2,0,2,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1.33,1,1.5,2.33,0,3.5,1.33,0,2,1,0,1.5,1,0,1.5,0.67,0,1,0.33,0,0.5,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,1,1,2,3,3,1,1,1,1,1,1,0,0,0,1,2,2,67,67,67,33,0,0,0,0,0,0,0,0,100,100,100,50,0,0,33,33,33,67,100,100,100,100,100,100,100,100,0,0,0,50,100,100,2,1,0,0,0,0,2,1,0,67,33,0,0,0,0,100,50,0,33,0,50,0,67,100,50,33,0,50,33,100,0,33,0,50,2,1,1,67,100,50,2,1,1,67,100,50,0,0,0,0,0,0,33,0,50,33,100,0,33,0,50,5.33,6.00,5.00,1.67,2,1.50,100,33,33,33,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,33,100,0,33,0,50,0
Argentina National Team,Argentina,2010,Argentina,5,4,1,0,4,3,1,0,0,0,1,1,0,2.4,2.25,3,1,0,0,4,10,6,4,16,14,2,8,2,6,0,2,2,45,45,45,75,60,0,2,1,1,2,2,0,1,1,0,4,3,1,33,23,10,7,6,1,58,56,67,84,68,16,47,35,12,37,33,4,65,57,8,5,5,0,2,2,0,3,3,0,3,3,0,1,0,1,1,1,0,2,2.25,1,3.2,3.5,2,2,2,2,1.2,1.5,0,1.4,1.75,0,1,1.25,0,0.4,0.5,0,5,4,3,3,1,0,4,3,3,3,1,0,1,1,0,0,0,0,0,1,2,2,4,5,0,1,1,1,3,4,0,0,1,1,1,1,100,80,60,60,20,0,100,75,75,75,25,0,100,100,0,0,0,0,0,20,40,40,80,100,0,25,25,25,75,100,0,0,100,100,100,100,4,2,1,4,2,1,0,0,0,80,40,20,100,50,25,0,0,0,80,75,100,-13,40,25,100,40,50,0,20,25,0,80,75,100,3,2,1,60,50,100,2,1,1,40,25,100,1,1,0,20,25,0,60,75,0,20,0,100,20,25,0,6.60,5.75,10.00,1.4,1.5,1.00,100,80,60,40,40,20,20,20,0.00,0.00,0.00,0.00,0.00,0.00,80,1,1,1,2,0,1,0,3,1,1,0,0,0,1,0,1,2,1,0,0,0,20,25,0,0
Uruguay National Team,Uruguay,2010,Uruguay,7,5,2,0,3,1,2,2,2,0,2,2,0,1.57,1,3,1,0,0,5,11,8,3,19,15,4,7,4,8,0,-1,4,57,64,45,79,56,0,3,1,2,4,4,0,1,1,0,3,1,2,36,25,11,13,12,1,45,46,42,95,63,32,50,37,13,45,26,19,99,76,23,5,3,2,3,3,0,2,0,2,3,1,2,3,3,0,1,1,0,1.71,1.2,3,2.71,3,2,1.57,1.4,2,1.14,1.6,0,1.14,1.2,1,0.71,0.6,1,0.43,0.6,0,6,5,4,2,2,0,4,4,3,2,2,0,2,1,1,0,0,0,1,2,3,5,5,7,1,1,2,3,3,5,0,1,1,2,2,2,86,71,57,29,29,0,80,80,60,40,40,0,100,50,50,0,0,0,14,29,43,71,71,100,20,20,40,60,60,100,0,50,50,100,100,100,6,2,0,4,2,0,2,0,0,86,29,0,80,40,0,100,0,0,43,20,100,-26,43,20,100,57,80,0,14,20,0,43,20,100,4,2,2,57,40,100,2,2,0,29,40,0,2,2,0,29,40,0,43,20,100,43,60,0,14,20,0,5.14,5.00,5.50,1.86,2.4,0.50,71,56,56,43,43,43,43,28,0.00,0.00,0.00,0.00,0.00,0.00,86,1,0,2,0,2,2,0,2,2,0,2,0,0,1,1,2,1,1,29,40,0,29,40,0,28
Ghana National Team,Ghana,2010,Ghana,5,2,3,0,2,0,2,2,1,1,1,1,0,1.6,0.5,2.33,2,0,0,7,5,4,1,9,3,6,1,4,2,2,-1,2,90,180,68,113,90,134,1,0,1,3,1,2,1,1,0,3,0,3,26,10,16,11,4,7,49,47,51,79,33,46,32,13,19,47,20,27,89,33,56,3,1,2,1,1,0,2,0,2,2,0,2,3,2,1,0,0,0,1.8,1,2.33,1.8,1.5,2,1,0.5,1.33,0.8,1,0.67,0.8,1,0.67,0.6,0.5,0.67,0.2,0.5,0,5,3,1,0,0,0,2,1,0,0,0,0,3,2,1,0,0,0,0,2,4,5,5,5,0,1,2,2,2,2,0,1,2,3,3,3,100,60,20,0,0,0,100,50,0,0,0,0,100,67,33,0,0,0,0,40,80,100,100,100,0,50,100,100,100,100,0,33,67,100,100,100,3,1,0,1,1,0,2,0,0,60,20,0,50,50,0,67,0,0,40,0,67,-38,20,0,33,60,50,67,20,50,0,60,0,100,4,1,3,80,50,100,2,1,1,40,50,33,1,1,0,20,50,0,40,0,67,60,100,33,0,0,0,5.20,5.00,5.33,2.2,2,2.33,100,80,60,40,40,20,20,20,0.00,0.00,0.00,0.00,0.00,0.00,60,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,40,50,33,20,50,0,20
Brazil National Team,Brazil,2010,Brazil,5,3,2,0,3,3,0,1,0,1,1,0,1,2,3,0.5,1,0,0,6,9,4,5,13,10,3,8,1,2,2,6,-1,50,34,180,113,134,90,2,1,1,3,2,1,1,0,1,4,3,1,34,19,15,11,5,6,56,58,55,79,52,27,35,25,10,44,27,17,78,40,38,4,3,1,0,0,0,4,3,1,3,2,1,2,1,1,0,0,0,2.2,2.33,2,2.6,3.33,1.5,1.8,2.67,0.5,0.8,0.67,1,0.8,1,0.5,0.8,1,0.5,0,0,0,4,4,4,1,0,0,3,3,3,1,0,0,1,1,1,0,0,0,1,1,1,4,5,5,0,0,0,2,3,3,1,1,1,2,2,2,80,80,80,20,0,0,100,100,100,33,0,0,50,50,50,0,0,0,20,20,20,80,100,100,0,0,0,67,100,100,50,50,50,100,100,100,3,1,0,2,1,0,1,0,0,60,20,0,67,33,0,50,0,0,60,100,0,32,40,33,50,60,67,50,20,0,50,80,100,50,5,3,2,100,100,100,2,1,1,40,33,50,0,0,0,0,0,0,60,67,50,40,33,50,0,0,0,6.80,6.33,7.50,2.2,1.67,3.00,100,80,80,80,60,40,20,20,0.00,0.00,0.00,0.00,0.00,0.00,40,1,0,1,2,1,2,1,1,0,0,0,0,0,0,1,1,1,1,20,0,50,20,0,50,0
Nigeria National Team,Nigeria,2010,Nigeria,3,1,2,0,0,0,0,1,1,0,2,0,2,0.33,1,0,4,0,0,27,3,5,-2,8,4,4,2,1,2,3,0,-2,90,45,180,54,45,60,0,0,0,2,1,1,1,0,1,2,1,1,8,1,7,7,3,4,44,46,43,32,13,19,12,5,7,20,8,12,43,20,23,2,1,1,3,1,2,-1,0,-1,0,0,0,2,1,1,1,0,1,0.67,1,0.5,2.67,4,2,1,2,0.5,1.67,2,1.5,1.67,2,1.5,0.67,1,0.5,1,1,1,3,2,2,1,0,0,1,1,1,1,0,0,2,1,1,0,0,0,0,1,1,2,3,3,0,0,0,0,1,1,0,1,1,2,2,2,100,67,67,33,0,0,100,100,100,100,0,0,100,50,50,0,0,0,0,33,33,67,100,100,0,0,0,0,100,100,0,50,50,100,100,100,3,2,0,1,1,0,2,1,0,100,67,0,100,100,0,100,50,0,0,0,0,40,0,0,0,67,100,50,33,0,50,67,100,50,0,0,0,0,0,0,1,0,1,33,0,50,2,1,1,67,100,50,0,0,0,67,100,50,33,0,50,2.67,1.00,3.50,2.33,3,2.00,100,100,67,67,67,67,67,67,0.00,0.00,0.00,0.00,0.00,0.00,67,0,2,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,33,100,0,67,0,100,0
United States Men's National Team,USMNT,2010,USA,4,2,2,0,1,1,0,2,0,2,1,1,0,1.25,1.5,1,2,0,0,13,5,5,0,10,4,6,2,3,2,3,0,0,72,90,60,72,90,60,1,1,0,3,1,2,0,0,0,1,1,0,17,9,8,9,5,4,48,50,46,63,38,25,30,18,12,33,20,13,52,22,30,1,0,1,4,1,3,-3,-1,-2,0,0,0,2,1,1,2,1,1,0.5,0.5,0.5,2.5,2,3,1.25,1,1.5,1.25,1,1.5,1.25,0.5,2,0.25,0,0.5,1,0.5,1.5,4,3,2,1,0,0,2,1,1,0,0,0,2,2,1,1,0,0,0,1,2,3,4,4,0,1,1,2,2,2,0,0,1,1,2,2,100,75,50,25,0,0,100,50,50,0,0,0,100,100,50,50,0,0,0,25,50,75,100,100,0,50,50,100,100,100,0,0,50,50,100,100,3,2,0,1,0,0,2,2,0,75,50,0,50,0,0,100,100,0,25,50,0,0,25,50,0,75,50,100,0,0,0,25,50,0,1,1,0,25,50,0,3,2,1,75,100,50,1,0,1,25,0,50,0,0,0,50,50,50,50,50,50,4.25,4.50,4.00,2.25,2.5,2.00,75,75,75,50,25,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,50,0,0,0,1,1,0,1,0,2,2,1,0,0,1,0,0,0,0,50,0,100,25,50,0,0
Honduras National Team,Honduras,2010,Honduras,3,1,2,0,0,0,0,1,0,1,2,1,1,0.33,0,0.5,4,0,0,29,0,3,-3,3,1,2,0,0,1,2,-1,-2,0,0,0,90,90,90,1,0,1,0,0,0,3,1,2,0,0,0,6,4,2,7,1,6,42,45,41,11,6,5,3,3,0,8,3,5,41,15,26,0,0,0,2,1,1,-2,-1,-1,0,0,0,1,0,1,2,1,1,0.33,0,0.5,1,1,1,0,0,0,1,1,1,0.67,1,0.5,0,0,0,0.67,1,0.5,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,3,3,3,3,0,1,1,1,1,1,1,1,2,2,2,2,67,33,0,0,0,0,100,0,0,0,0,0,50,50,0,0,0,0,33,67,100,100,100,100,0,100,100,100,100,100,50,50,100,100,100,100,2,0,0,1,0,0,1,0,0,67,0,0,100,0,0,50,0,0,0,0,0,0,33,0,50,0,0,0,100,100,100,0,0,0,1,0,1,33,0,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,0,50,67,100,50,2.00,4.00,1.00,2.33,1,3.00,67,67,67,67,33,33,33,33,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,33,0,50,67,100,50,0
Cameroon National Team,Cameroon,2010,Cameroon,3,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,4,0,0,32,2,5,-3,7,6,1,2,0,4,1,-2,-1,134,90,0,54,45,90,0,0,0,2,2,0,1,0,1,1,1,0,16,13,3,5,4,1,56,57,55,37,29,8,17,13,4,20,16,4,56,27,29,1,1,0,3,2,1,-2,-1,-1,0,0,0,1,1,0,2,1,1,0.33,0.5,0,2.33,3,1,0.67,1,0,1.67,2,1,1.33,1.5,1,0.33,0.5,0,1,1,1,3,2,2,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,1,1,3,3,3,0,0,0,2,2,2,0,1,1,1,1,1,100,67,67,0,0,0,100,100,100,0,0,0,100,0,0,0,0,0,0,33,33,100,100,100,0,0,0,100,100,100,0,100,100,100,100,100,3,1,0,2,1,0,1,0,0,100,33,0,100,50,0,100,0,0,0,0,0,15,0,0,0,67,100,0,33,0,100,33,50,0,0,0,0,0,0,0,2,1,1,67,50,100,1,1,0,33,50,0,0,0,0,33,50,0,67,50,100,5.33,6.50,3.00,1.67,2,1.00,67,33,33,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,100,100,100,0
Mexico National Team,Mexico,2010,Mexico,4,1,3,0,1,0,1,1,0,1,2,1,1,1,0,1.33,2,0,0,16,4,5,-1,9,1,8,0,4,1,4,-1,0,90,0,68,72,90,68,1,0,1,2,0,2,1,1,0,1,0,1,17,6,11,9,2,7,55,63,52,51,8,43,22,3,19,29,5,24,84,20,64,0,0,0,3,1,2,-3,-1,-2,0,0,0,2,0,2,2,1,1,0.5,0,0.67,2.25,1,2.67,1,0,1.33,1.25,1,1.33,0.75,1,0.67,0,0,0,0.75,1,0.67,4,3,1,1,0,0,1,0,0,0,0,0,3,3,1,1,0,0,0,1,3,3,4,4,0,1,1,1,1,1,0,0,2,2,3,3,100,75,25,25,0,0,100,0,0,0,0,0,100,100,33,33,0,0,0,25,75,75,100,100,0,100,100,100,100,100,0,0,67,67,100,100,2,1,0,1,0,0,1,1,0,50,25,0,100,0,0,33,33,0,25,0,33,-40,25,0,33,50,0,67,25,100,0,25,0,33,2,0,2,50,0,67,4,1,3,100,100,100,0,0,0,0,0,0,0,0,0,50,0,67,50,100,33,4.25,6.00,3.67,2.25,2,2.33,100,75,50,25,25,25,25,0,0.00,0.00,0.00,0.00,0.00,0.00,25,0,0,0,0,0,0,1,3,0,0,0,1,1,1,2,0,0,0,25,0,33,50,100,33,0
