team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Croatia National Team,Croatia,2014,Croatia,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,1.5,3,0,0,21,6,6,0,12,4,8,1,5,3,3,-2,2,45,90,36,45,30,60,1,0,1,2,1,1,0,0,0,2,0,2,17,7,10,6,3,3,49,53,47,36,9,27,17,4,13,19,5,14,44,17,27,2,0,2,1,0,1,1,0,1,1,0,1,2,1,1,0,0,0,1.67,1,2,4,4,4,2,1,2.5,2,3,1.5,1,0,1.5,0.67,0,1,0.33,0,0.5,3,3,3,3,0,0,1,1,1,1,0,0,2,2,2,2,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,2,2,100,100,100,100,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,2,1,0,0,0,0,2,1,0,67,33,0,0,0,0,100,50,0,33,0,50,-50,33,0,50,67,100,50,0,0,0,67,0,100,2,1,1,67,100,50,1,1,0,33,100,0,1,0,1,33,0,50,33,0,50,67,100,50,0,0,0,5.67,7.00,5.00,2,3,1.50,100,100,100,100,67,33,33,33,0.00,0.00,0.00,0.00,0.00,0.00,100,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,3,2,0,0,0,67,100,50,33
Bosnia-Herzegovina National Team,Bosnia-Herzegovina,2014,Bosnia and Herzegovina,3,1,2,0,1,1,0,0,0,0,2,0,2,1,3,0,3,0,0,22,4,4,0,8,4,4,3,1,1,3,2,-2,68,30,180,68,90,60,0,0,0,2,1,1,1,0,1,1,1,0,16,6,10,3,1,2,53,59,51,37,8,29,19,4,15,18,4,14,38,18,20,1,1,0,2,0,2,-1,1,-2,1,1,0,0,0,0,2,0,2,1,3,0,2.67,4,2,1.33,3,0.5,1.33,1,1.5,1,1,1,0.33,1,0,0.67,0,1,3,2,2,1,0,0,1,1,1,1,0,0,2,1,1,0,0,0,0,1,1,2,3,3,0,0,0,0,1,1,0,1,1,2,2,2,100,67,67,33,0,0,100,100,100,100,0,0,100,50,50,0,0,0,0,33,33,67,100,100,0,0,0,0,100,100,0,50,50,100,100,100,3,0,0,1,0,0,2,0,0,100,0,0,100,0,0,100,0,0,33,100,0,76,0,0,0,67,100,50,33,0,50,33,100,0,1,1,0,33,100,0,2,0,2,67,0,100,0,0,0,0,0,0,33,100,0,0,0,0,67,0,100,5.33,6.00,5.00,1,1,1.00,100,100,33,33,33,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,67,0,100,0
Japan National Team,Japan,2014,Japan,3,2,1,0,0,0,0,1,1,0,2,1,1,0.33,0.5,0,4,0,0,29,2,6,-4,8,5,3,1,1,4,2,-3,-1,134,180,90,45,45,45,1,1,0,2,1,1,1,1,0,1,0,1,19,14,5,4,2,2,57,64,44,40,33,7,20,15,5,20,18,2,42,32,10,2,1,1,1,1,0,1,0,1,1,0,1,2,2,0,0,0,0,1.67,1,3,2.67,2.5,3,0.67,0.5,1,2,2,2,1,1,1,0.67,0.5,1,0.33,0.5,0,2,2,2,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,2,2,3,1,1,1,1,1,2,0,0,0,1,1,1,67,67,67,33,33,0,50,50,50,50,50,0,100,100,100,0,0,0,33,33,33,67,67,100,50,50,50,50,50,100,0,0,0,100,100,100,2,1,0,1,1,0,1,0,0,67,33,0,50,50,0,100,0,0,0,0,0,0,33,50,0,67,50,100,33,50,0,33,0,100,2,1,1,67,50,100,1,1,0,33,50,0,1,1,0,33,50,0,33,0,100,67,100,0,0,0,0,6.33,7.00,5.00,1.33,1,2.00,100,100,100,100,100,67,33,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,2,33,50,0,67,50,100,0
Australia National Team,Australia,2014,Australia,3,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,4,0,0,30,3,9,-6,12,8,4,2,1,6,3,-4,-2,90,90,90,30,30,30,0,0,0,2,1,1,1,1,0,0,0,0,6,5,1,6,3,3,47,51,41,23,11,12,6,3,3,17,8,9,49,31,18,2,1,1,4,2,2,-2,-1,-1,0,0,0,1,1,0,2,1,1,0.33,0.5,0,4,4,4,1,1,1,3,3,3,2,1.5,3,0.67,0.5,1,1.33,1,2,3,3,3,2,1,0,2,2,2,1,1,0,1,1,1,1,0,0,0,0,0,1,2,3,0,0,0,1,1,2,0,0,0,0,1,1,100,100,100,67,33,0,100,100,100,50,50,0,100,100,100,100,0,0,0,0,0,33,67,100,0,0,0,50,50,100,0,0,0,0,100,100,3,2,1,2,1,0,1,1,1,100,67,33,100,50,0,100,100,100,0,0,0,0,0,0,0,67,50,100,33,50,0,0,0,0,0,0,0,0,0,0,1,1,0,33,50,0,2,1,1,67,50,100,0,0,0,33,50,0,67,50,100,2.00,2.50,1.00,2,1.5,3.00,33,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,1,1,0,1,0,0,0,0,3,0,1,0,1,2,0,2,0,0,0,100,100,100,0
Iran National Team,Iran,2014,Iran,3,1,2,0,0,0,0,1,1,0,2,0,2,0.33,1,0,4,0,0,28,1,4,-3,5,0,5,0,1,0,4,0,-3,273,0,180,68,0,45,1,1,0,1,0,1,2,1,1,0,0,0,13,2,11,4,1,3,30,25,33,20,7,13,10,3,7,10,4,6,48,18,30,0,0,0,1,0,1,-1,0,-1,0,0,0,2,1,1,1,0,1,0.67,1,0.5,1.67,0,2.5,0.33,0,0.5,1.33,0,2,0.33,0,0.5,0,0,0,0.33,0,0.5,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,2,2,2,3,3,1,1,1,1,1,1,0,1,1,1,2,2,67,33,33,33,0,0,0,0,0,0,0,0,100,50,50,50,0,0,33,67,67,67,100,100,100,100,100,100,100,100,0,50,50,50,100,100,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,50,0,0,0,0,0,0,33,100,0,33,0,50,67,100,50,0,0,0,2,1,1,67,100,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,67,100,50,33,0,50,4.33,2.00,5.50,1.33,1,1.50,100,100,100,67,67,33,33,33,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,33,100,0,67,0,100,33
South Korea National Team,South Korea,2014,South Korea,3,2,1,0,0,0,0,1,0,1,2,2,0,0.33,0,1,4,0,0,26,3,6,-3,9,7,2,2,1,5,1,-3,0,90,90,90,45,36,90,0,0,0,2,1,1,1,1,0,1,0,1,18,14,4,6,3,3,51,54,46,34,25,9,17,11,6,17,14,3,36,29,7,0,0,0,3,3,0,-3,-3,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,3,3.5,2,1,1,1,2,2.5,1,1,1.5,0,0,0,0,1,1.5,0,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,2,2,2,2,0,1,1,1,1,1,0,0,1,1,1,1,100,67,33,33,33,33,100,50,50,50,50,50,100,100,0,0,0,0,0,33,67,67,67,67,0,50,50,50,50,50,0,0,100,100,100,100,1,1,1,1,1,1,0,0,0,33,33,33,50,50,50,0,0,0,0,0,0,-13,0,0,0,67,50,100,33,50,0,33,0,100,2,1,1,67,50,100,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,67,50,100,33,50,0,6.00,7.00,4.00,2,1.5,3.00,100,100,67,67,67,33,0,0,0.00,0.00,0.00,0.00,0.00,0.00,133,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,1,2,0,33,0,100,67,100,0,0
Ivory Coast National Team,Ivory Coast,2014,Ivory Coast,3,1,2,0,1,1,0,0,0,0,2,0,2,1,3,0,3,0,0,19,4,5,-1,9,3,6,2,2,1,4,1,-2,68,45,90,54,90,45,0,0,0,3,1,2,0,0,0,0,0,0,20,8,12,7,2,5,55,56,55,41,19,22,18,8,10,23,11,12,46,12,34,0,0,0,2,1,1,-2,-1,-1,0,0,0,1,0,1,2,1,1,0.33,0,0.5,3,3,3,1.33,2,1,1.67,1,2,0.67,1,0.5,0,0,0,0.67,1,0.5,3,3,3,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,3,3,3,0,0,0,1,1,1,0,0,0,2,2,2,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,2,0,0,1,0,0,1,0,0,67,0,0,100,0,0,50,0,0,33,100,0,45,0,0,0,100,100,100,0,0,0,0,0,0,1,0,1,33,0,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,0,50,67,100,50,6.67,8.00,6.00,2.33,2,2.50,100,100,100,100,67,33,33,0,0.00,0.00,0.00,0.00,0.00,0.00,133,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,2,0,1,0,0,0,67,0,100,0
Argentina National Team,Argentina,2014,Argentina,7,4,3,0,5,4,1,1,0,1,1,0,1,2.29,3,1.33,1,0,0,3,8,4,4,12,6,6,5,3,1,3,4,0,79,72,90,158,360,90,4,3,1,2,1,1,2,0,2,5,4,1,47,28,19,8,5,3,54,60,47,88,55,33,39,23,16,49,32,17,78,48,30,4,2,2,1,0,1,3,2,1,3,2,1,4,2,2,0,0,0,1.86,2,1.67,1.71,1.5,2,1.14,1.25,1,0.57,0.25,1,0.71,0.5,1,0.57,0.5,0.67,0.14,0,0.33,6,2,2,1,1,0,4,1,1,0,0,0,2,1,1,1,1,0,1,5,5,6,6,7,0,3,3,4,4,4,1,2,2,2,2,3,86,29,29,14,14,0,100,25,25,0,0,0,67,33,33,33,33,0,14,71,71,86,86,100,0,75,75,100,100,100,33,67,67,67,67,100,3,1,1,2,0,0,1,1,1,43,14,14,50,0,0,33,33,33,71,100,33,33,57,75,33,29,25,33,29,0,67,71,100,33,6,4,2,86,100,67,4,2,2,57,50,67,1,0,1,14,0,33,43,50,33,57,50,67,0,0,0,6.71,7.00,6.33,1.14,1.25,1.00,100,86,43,43,43,43,43,43,0.00,0.00,0.00,0.00,0.00,0.00,14,3,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,1,14,0,33,14,0,33,43
Russia National Team,Russia,2014,Russia,3,1,2,0,0,0,0,2,1,1,1,0,1,0.67,1,0.5,3,0,0,24,2,3,-1,5,2,3,1,1,1,2,0,-1,134,90,180,90,90,90,0,0,0,2,1,1,1,0,1,1,0,1,16,4,12,4,1,3,53,54,52,33,13,20,15,6,9,18,7,11,35,15,20,1,0,1,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,1.67,1,2,1.67,2,1.5,0.67,1,0.5,1,1,1,0.33,0,0.5,0.33,0,0.5,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,3,3,3,3,0,0,1,1,1,1,0,1,2,2,2,2,100,67,0,0,0,0,100,100,0,0,0,0,100,50,0,0,0,0,0,33,100,100,100,100,0,0,100,100,100,100,0,50,100,100,100,100,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,67,100,50,33,0,50,33,0,50,3,1,2,100,100,100,2,1,1,67,100,50,0,0,0,0,0,0,33,0,50,67,100,50,0,0,0,5.33,4.00,6.00,1.33,1,1.50,100,67,33,33,33,33,33,0,0.00,0.00,0.00,0.00,0.00,0.00,67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,67,100,50,33,0,50,0
Uruguay National Team,Uruguay,2014,Uruguay,4,2,2,0,2,1,1,0,0,0,2,1,1,1.5,1.5,1.5,2,0,0,11,4,6,-2,10,7,3,3,1,4,2,-1,-1,90,60,180,60,45,90,1,0,1,2,2,0,1,0,1,3,2,1,20,12,8,10,6,4,47,47,48,45,17,28,22,9,13,23,8,15,74,38,36,2,2,0,1,0,1,1,2,-1,2,2,0,1,0,1,1,0,1,1.75,3,0.5,2.5,3.5,1.5,1,1.5,0.5,1.5,2,1,0.75,1,0.5,0.5,1,0,0.25,0,0.5,4,3,2,1,0,0,2,2,2,1,0,0,2,1,0,0,0,0,0,1,2,3,4,4,0,0,0,1,2,2,0,1,2,2,2,2,100,75,50,25,0,0,100,100,100,50,0,0,100,50,0,0,0,0,0,25,50,75,100,100,0,0,0,50,100,100,0,50,100,100,100,100,3,0,0,2,0,0,1,0,0,75,0,0,100,0,0,50,0,0,50,50,50,9,25,0,50,50,100,0,25,0,50,75,100,50,3,2,1,75,100,50,2,0,2,50,0,100,0,0,0,0,0,0,50,100,0,25,0,50,25,0,50,5.00,6.00,4.00,2.5,3,2.00,75,75,50,50,50,25,25,0,0.00,0.00,0.00,0.00,0.00,0.00,50,0,0,1,1,0,0,0,0,2,0,0,1,0,1,2,0,1,1,0,0,0,50,50,50,0
Ecuador National Team,Ecuador,2014,Ecuador,3,1,2,0,1,0,1,1,1,0,1,0,1,1.33,1,1.5,3,0,0,14,3,3,0,6,0,6,0,3,0,3,0,0,90,0,60,90,0,60,1,1,0,2,0,2,1,1,0,1,0,1,18,1,17,7,3,4,48,33,55,26,8,18,12,4,8,14,4,10,40,15,25,2,0,2,1,0,1,1,0,1,1,0,1,2,1,1,0,0,0,1.67,1,2,2,0,3,1,0,1.5,1,0,1.5,1,0,1.5,0.67,0,1,0.33,0,0.5,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,1,3,3,3,1,1,1,1,1,1,0,0,0,2,2,2,67,67,67,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,33,33,33,100,100,100,100,100,100,100,100,100,0,0,0,100,100,100,2,1,0,0,0,0,2,1,0,67,33,0,0,0,0,100,50,0,33,0,50,0,33,100,0,67,0,100,33,100,0,33,0,50,2,1,1,67,100,50,1,1,0,33,100,0,1,0,1,33,0,50,33,0,50,67,100,50,0,0,0,6.00,1.00,8.50,2.33,3,2.00,100,100,67,67,67,67,67,33,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,33,100,0,33,0,50,33
Ghana National Team,Ghana,2014,Ghana,3,1,2,0,0,0,0,1,0,1,2,1,1,0.33,0,0.5,4,0,0,25,4,6,-2,10,3,7,1,3,2,4,-1,-1,68,90,60,45,45,45,0,0,0,3,1,2,0,0,0,0,0,0,14,7,7,6,2,4,49,64,42,50,21,29,19,9,10,31,12,19,42,10,32,0,0,0,2,1,1,-2,-1,-1,0,0,0,1,0,1,2,1,1,0.33,0,0.5,3.33,3,3.5,1.33,1,1.5,2,2,2,0.67,1,0.5,0,0,0,0.67,1,0.5,3,3,3,1,0,0,1,1,1,0,0,0,2,2,2,1,0,0,0,0,0,2,3,3,0,0,0,1,1,1,0,0,0,1,2,2,100,100,100,33,0,0,100,100,100,0,0,0,100,100,100,50,0,0,0,0,0,67,100,100,0,0,0,100,100,100,0,0,0,50,100,100,2,0,0,1,0,0,1,0,0,67,0,0,100,0,0,50,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,1,0,1,33,0,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,0,50,67,100,50,4.67,7.00,3.50,2,2,2.00,100,100,100,100,33,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,133,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,0,2,1,33,0,50,67,100,50,0
Brazil National Team,Brazil,2014,Brazil,7,6,1,0,3,2,1,2,2,0,2,2,0,1.57,1.33,3,1,0,0,6,11,14,-3,25,20,5,7,4,13,1,-6,3,57,77,23,45,41,90,1,1,0,5,4,1,2,2,0,3,2,1,42,35,7,14,14,0,54,54,52,94,81,13,46,37,9,48,44,4,117,99,18,5,3,2,10,9,1,-5,-6,1,2,1,1,3,3,0,2,2,0,1.29,1,3,3.57,3.33,5,1.57,1.17,4,2,2.17,1,2.14,2,3,0.71,0.5,2,1.43,1.5,1,6,6,5,3,2,1,5,5,4,2,1,1,1,1,1,1,1,0,1,1,2,4,5,6,1,1,2,4,5,5,0,0,0,0,0,1,86,86,71,43,29,14,83,83,67,33,17,17,100,100,100,100,100,0,14,14,29,57,71,86,17,17,33,67,83,83,0,0,0,0,0,100,6,5,2,5,4,1,1,1,1,86,71,29,83,67,17,100,100,100,43,33,100,-17,14,17,0,71,67,100,29,33,0,43,33,100,2,2,0,29,33,0,3,3,0,43,50,0,3,2,1,43,33,100,29,17,100,43,50,0,29,33,0,6.00,5.83,7.00,2,2.33,0.00,86,71,71,71,43,43,28,14,0.00,0.00,0.00,0.00,0.00,0.00,86,1,2,1,1,1,0,1,1,3,1,3,5,1,0,0,1,2,1,29,33,0,29,33,0,0
Nigeria National Team,Nigeria,2014,Nigeria,4,2,2,0,1,1,0,1,0,1,2,1,1,1,1.5,0.5,2,0,0,18,3,5,-2,8,6,2,3,0,3,2,0,-2,120,60,0,72,60,90,2,1,1,1,1,0,2,0,2,1,1,0,24,8,16,3,3,0,53,44,62,42,25,17,24,14,10,18,11,7,54,25,29,2,2,0,2,2,0,0,0,0,1,1,0,2,0,2,1,1,0,1.25,1.5,1,2,3,1,0.75,1.5,0,1.25,1.5,1,1,2,0,0.5,1,0,0.5,1,0,3,2,1,1,1,0,2,1,1,1,1,0,1,1,0,0,0,0,1,2,3,3,3,4,0,1,1,1,1,2,1,1,2,2,2,2,75,50,25,25,25,0,100,50,50,50,50,0,50,50,0,0,0,0,25,50,75,75,75,100,0,50,50,50,50,100,50,50,100,100,100,100,2,1,1,2,1,1,0,0,0,50,25,25,100,50,50,0,0,0,25,50,0,40,50,50,50,25,50,0,50,0,100,25,50,0,3,1,2,75,50,100,2,0,2,50,0,100,1,1,0,25,50,0,25,50,0,50,0,100,25,50,0,6.00,4.00,8.00,0.75,1.5,0.00,100,100,75,50,50,50,50,50,0.00,0.00,0.00,0.00,0.00,0.00,25,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,25,0,50,50,50,50,50
United States Men's National Team,USMNT,2014,USA,4,2,2,0,1,0,1,1,1,0,2,1,1,1,0.5,1.5,2,0,0,17,5,6,-1,11,5,6,2,3,3,3,-1,0,72,90,60,60,60,60,0,0,0,3,1,2,1,1,0,1,0,1,15,8,7,4,3,1,43,43,44,38,17,21,21,9,12,17,8,9,47,25,22,1,0,1,1,1,0,0,-1,1,1,0,1,2,1,1,1,1,0,1.25,0.5,2,2.75,2.5,3,1.25,1,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.25,0,0.5,0.25,0.5,0,4,3,3,1,0,0,2,1,1,1,0,0,2,2,2,0,0,0,0,1,1,3,4,4,0,1,1,1,2,2,0,0,0,2,2,2,100,75,75,25,0,0,100,50,50,50,0,0,100,100,100,0,0,0,0,25,25,75,100,100,0,50,50,50,100,100,0,0,0,100,100,100,2,0,0,1,0,0,1,0,0,50,0,0,50,0,0,50,0,0,25,0,50,0,0,0,0,75,50,100,25,50,0,25,0,50,3,1,2,75,50,100,3,2,1,75,100,50,0,0,0,0,0,0,25,0,50,50,50,50,25,50,0,3.75,4.00,3.50,1,1.5,0.50,75,75,75,75,25,25,25,25,0.00,0.00,0.00,0.00,0.00,0.00,50,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,2,25,50,0,50,50,50,25
Honduras National Team,Honduras,2014,Honduras,3,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,4,0,0,31,1,8,-7,9,6,3,1,0,5,3,-4,-3,273,180,0,34,36,30,0,0,0,1,1,0,2,1,1,1,1,0,12,12,0,7,3,4,44,51,30,31,27,4,15,13,2,16,14,2,43,30,13,1,1,0,4,3,1,-3,-2,-1,0,0,0,1,1,0,2,1,1,0.33,0.5,0,3,3,3,0.33,0.5,0,2.67,2.5,3,1.67,2,1,0.33,0.5,0,1.33,1.5,1,3,3,3,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,3,3,3,0,0,0,2,2,2,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,3,2,0,2,2,0,1,0,0,100,67,0,100,100,0,100,0,0,0,0,0,29,0,0,0,33,50,0,67,50,100,33,50,0,0,0,0,0,0,0,2,1,1,67,50,100,1,1,0,33,50,0,0,0,0,33,50,0,67,50,100,4.00,6.00,0.00,2.33,1.5,4.00,100,100,67,33,33,33,33,33,0.00,0.00,0.00,0.00,0.00,0.00,67,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,1,2,0,0,0,0,100,100,100,33
Cameroon National Team,Cameroon,2014,Cameroon,3,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,4,0,0,32,1,9,-8,10,9,1,1,0,8,1,-7,-1,273,180,0,30,23,90,0,0,0,1,1,0,2,1,1,0,0,0,15,10,5,6,5,1,45,46,45,33,21,12,6,2,4,27,19,8,35,25,10,1,1,0,3,3,0,-2,-2,0,0,0,0,1,0,1,2,2,0,0.33,0,1,3.33,4.5,1,0.33,0.5,0,3,4,1,1.33,2,0,0.33,0.5,0,1,1.5,0,3,2,2,2,1,0,2,2,2,2,1,0,1,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,1,2,0,1,1,1,1,1,100,67,67,67,33,0,100,100,100,100,50,0,100,0,0,0,0,0,0,33,33,33,67,100,0,0,0,0,50,100,0,100,100,100,100,100,2,1,1,2,1,1,0,0,0,67,33,33,100,50,50,0,0,0,0,0,0,10,0,0,0,33,50,0,67,50,100,0,0,0,1,0,1,33,0,100,2,1,1,67,50,100,1,1,0,33,50,0,0,0,0,33,0,100,67,100,0,5.00,5.00,5.00,2,2.5,1.00,100,67,67,67,67,33,33,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,2,1,1,0,0,0,100,100,100,0
