team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Croatia National Team,Croatia,2022,Croatia,7,4,3,0,2,2,0,4,2,2,1,0,1,1.43,2,0.67,2,0,0,7,8,7,1,15,10,5,7,1,3,4,4,-3,79,51,273,90,120,68,2,1,1,4,3,1,3,1,2,1,1,0,30,16,14,8,4,4,54,50,60,78,46,32,31,21,10,47,25,22,75,55,20,4,4,0,5,2,3,-1,2,-3,2,2,0,3,2,1,2,0,2,1.29,2,0.33,2.14,2.5,1.67,1.14,1.75,0.33,1,0.75,1.33,1.29,1.5,1,0.57,1,0,0.71,0.5,1,5,5,3,1,1,0,3,3,2,1,1,0,2,2,1,0,0,0,2,2,4,6,6,7,1,1,2,3,3,4,1,1,2,3,3,3,71,71,43,14,14,0,75,75,50,25,25,0,67,67,33,0,0,0,29,29,57,86,86,100,25,25,50,75,75,100,33,33,67,100,100,100,4,3,2,2,2,2,2,1,0,57,43,29,50,50,50,67,33,0,29,50,0,40,29,25,33,57,75,33,43,25,67,14,25,0,3,2,1,43,50,33,5,2,3,71,50,100,2,2,0,29,50,0,29,50,0,43,50,33,29,0,67,4.29,4.00,4.67,1.14,1,1.33,56,43,43,28,14,14,14,0,1.40,1.49,1.28,1.40,1.53,1.24,43,1,0,0,1,2,1,1,0,1,2,0,0,2,1,0,1,0,0,57,50,67,14,0,33,0
Denmark National Team,Denmark,2022,Denmark,3,1,2,0,0,0,0,1,1,0,2,0,2,0.33,1,0,4,0,0,29,1,3,-2,4,0,4,0,1,0,3,0,-2,273,0,180,90,0,60,1,1,0,1,0,1,2,1,1,0,0,0,21,11,10,5,2,3,59,61,59,37,12,25,13,6,7,24,6,18,28,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,1,1,1.33,0,2,0.33,0,0.5,1,0,1.5,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,2,3,3,3,1,1,1,1,1,1,0,1,1,2,2,2,67,33,33,0,0,0,0,0,0,0,0,0,100,50,50,0,0,0,33,67,67,100,100,100,100,100,100,100,100,100,0,50,50,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,100,0,33,0,50,67,100,50,0,0,0,3,1,2,100,100,100,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,7.00,11.00,5.00,1.67,2,1.50,100,100,67,67,33,33,33,33,1.62,1.71,1.59,1.56,1.19,1.75,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,33,100,0,67,0,100,33
Japan National Team,Japan,2022,Japan,4,3,1,0,2,1,1,1,1,0,1,1,0,1.75,1.33,3,1,0,0,9,5,4,1,9,6,3,3,2,3,1,0,1,72,90,45,90,90,90,0,0,0,3,2,1,1,1,0,1,1,0,19,13,6,6,6,0,36,39,26,44,31,13,17,12,5,27,19,8,45,31,14,1,1,0,2,1,1,-1,0,-1,1,1,0,1,1,0,2,1,1,1,1.33,0,2.25,2,3,1.25,1,2,1,1,1,0.75,0.67,1,0.25,0.33,0,0.5,0.33,1,4,3,2,0,0,0,3,2,1,0,0,0,1,1,1,0,0,0,0,1,2,4,4,4,0,1,2,3,3,3,0,0,0,1,1,1,100,75,50,0,0,0,100,67,33,0,0,0,100,100,100,0,0,0,0,25,50,100,100,100,0,33,67,100,100,100,0,0,0,100,100,100,3,0,0,2,0,0,1,0,0,75,0,0,67,0,0,100,0,0,50,33,100,0,0,0,0,75,67,100,25,33,0,25,33,0,2,2,0,50,67,0,3,2,1,75,67,100,0,0,0,0,0,0,25,33,0,25,33,0,50,33,100,4.75,4.33,6.00,1.5,2,0.00,50,50,50,50,50,50,25,0,1.11,1.08,1.20,1.74,1.37,2.83,75,0,0,0,0,2,1,0,1,1,0,1,0,1,0,1,0,0,1,25,33,0,25,33,0,0
Saudi Arabia National Team,Saudi Arabia,2022,Saudi Arabia,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,1.5,4,0,0,26,3,5,-2,8,3,5,1,2,2,3,-1,-1,90,90,90,54,45,60,0,0,0,2,1,1,1,0,1,0,0,0,8,1,7,14,6,8,45,39,48,32,11,21,12,3,9,20,8,12,56,20,36,0,0,0,2,0,2,-2,0,-2,0,0,0,1,1,0,2,0,2,0.33,1,0,2.67,3,2.5,1,1,1,1.67,2,1.5,0.67,0,1,0,0,0,0.67,0,1,3,3,2,0,0,0,1,1,1,0,0,0,2,2,1,0,0,0,0,0,1,3,3,3,0,0,0,1,1,1,0,0,1,2,2,2,100,100,67,0,0,0,100,100,100,0,0,0,100,100,50,0,0,0,0,0,33,100,100,100,0,0,0,100,100,100,0,0,50,100,100,100,2,0,0,0,0,0,2,0,0,67,0,0,0,0,0,100,0,0,33,0,50,-10,0,0,0,67,100,50,33,0,50,0,0,0,1,1,0,33,100,0,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,100,0,67,0,100,2.67,1.00,3.50,4.67,6,4.00,100,100,100,33,33,0,0,0,1.27,1.14,1.34,2.01,2.95,1.54,67,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,67,100,50,0
Qatar National Team,Qatar,2022,Qatar,3,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,4,0,0,32,1,7,-6,8,6,2,1,0,5,2,-4,-2,273,180,0,39,36,45,0,0,0,1,1,0,2,1,1,0,0,0,9,7,2,7,7,0,44,46,39,23,17,6,8,4,4,15,13,2,31,22,9,0,0,0,4,3,1,-4,-3,-1,0,0,0,0,0,0,3,2,1,0,0,0,2.67,3,2,0.33,0.5,0,2.33,2.5,2,1.33,1.5,1,0,0,0,1.33,1.5,1,3,3,1,1,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,2,2,3,3,0,0,1,1,2,2,0,0,1,1,1,1,100,100,33,33,0,0,100,100,50,50,0,0,100,100,0,0,0,0,0,0,67,67,100,100,0,0,50,50,100,100,0,0,100,100,100,100,3,1,0,2,1,0,1,0,0,100,33,0,100,50,0,100,0,0,0,0,0,23,0,0,0,33,50,0,67,50,100,0,0,0,0,0,0,0,0,0,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,3.00,3.50,2.00,2.33,3.5,0.00,33,33,33,33,33,33,33,0,0.70,0.69,0.74,1.42,1.34,1.58,67,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,1,0,0,0,100,100,100,0
Iran National Team,Iran,2022,Iran,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,1.5,3,0,0,24,4,7,-3,11,1,10,0,4,1,6,-1,-2,68,0,45,39,90,30,1,0,1,1,0,1,1,1,0,1,0,1,8,1,7,7,3,4,36,49,30,36,5,31,13,2,11,23,3,20,38,14,24,0,0,0,4,1,3,-4,-1,-3,0,0,0,1,0,1,2,1,1,0.33,0,0.5,3.67,1,5,1.33,0,2,2.33,1,3,1.33,1,1.5,0,0,0,1.33,1,1.5,3,2,1,1,1,1,1,0,0,0,0,0,2,2,1,1,1,1,0,1,2,2,2,2,0,1,1,1,1,1,0,0,1,1,1,1,100,67,33,33,33,33,100,0,0,0,0,0,100,100,50,50,50,50,0,33,67,67,67,67,0,100,100,100,100,100,0,0,50,50,50,50,2,1,1,1,0,0,1,1,1,67,33,33,100,0,0,50,50,50,33,0,50,-22,33,0,50,33,0,50,33,100,0,33,0,50,1,0,1,33,0,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,0,50,67,100,50,2.67,1.00,3.50,2.33,3,2.00,67,67,33,0,0,0,0,0,1.32,0.76,1.60,1.68,1.68,1.67,133,0,0,0,0,0,0,1,0,3,0,0,0,2,2,0,1,1,1,0,0,0,67,100,50,0
South Korea National Team,South Korea,2022,South Korea,4,2,2,0,1,1,0,1,0,1,2,1,1,1,1.5,0.5,3,0,0,20,5,8,-3,13,8,5,4,1,4,4,0,-3,72,45,180,45,45,45,1,0,1,3,2,1,1,0,1,0,0,0,24,17,7,6,4,2,50,53,48,54,37,17,22,15,7,32,22,10,45,22,23,1,1,0,7,3,4,-6,-2,-4,0,0,0,2,1,1,2,1,1,0.5,0.5,0.5,3.25,4,2.5,1.25,2,0.5,2,2,2,2,2,2,0.25,0.5,0,1.75,1.5,2,3,3,3,2,2,0,2,2,2,1,1,0,1,1,1,1,1,0,1,1,1,2,2,4,0,0,0,1,1,2,1,1,1,1,1,2,75,75,75,50,50,0,100,100,100,50,50,0,50,50,50,50,50,0,25,25,25,50,50,100,0,0,0,50,50,100,50,50,50,50,50,100,3,3,1,2,2,0,1,1,1,75,75,25,100,100,0,50,50,50,25,50,0,0,25,0,50,75,100,50,25,0,50,0,0,0,1,0,1,25,0,50,3,1,2,75,50,100,1,1,0,25,50,0,0,0,0,50,50,50,50,50,50,6.00,8.50,3.50,1.5,2,1.00,100,75,75,25,25,25,25,25,1.72,2.19,1.26,1.56,1.39,1.74,125,0,0,1,0,0,1,1,1,1,2,1,2,2,0,0,1,0,0,25,0,50,50,50,50,25
Argentina National Team,Argentina,2022,Argentina,7,5,2,0,4,3,1,2,1,1,1,1,0,2,2,2,1,0,0,2,15,8,7,23,17,6,11,4,6,2,5,2,42,41,45,79,75,90,3,2,1,4,3,1,0,0,0,7,5,2,39,22,17,17,8,9,58,56,61,92,60,32,50,32,18,42,28,14,100,71,29,7,6,1,0,0,0,7,6,1,5,4,1,2,1,1,0,0,0,2.43,2.6,2,3.29,3.4,3,2.14,2.2,2,1.14,1.2,1,1,1.2,0.5,1,1.2,0.5,0,0,0,7,7,5,2,1,1,5,5,4,1,1,1,2,2,1,1,0,0,0,0,2,5,6,6,0,0,1,4,4,4,0,0,1,1,2,2,100,100,71,29,14,14,100,100,80,20,20,20,100,100,50,50,0,0,0,0,29,71,86,86,0,0,20,80,80,80,0,0,50,50,100,100,5,2,0,4,2,0,1,0,0,71,29,0,80,40,0,50,0,0,57,60,50,-1,43,40,50,57,60,50,0,0,0,100,100,100,7,5,2,100,100,100,2,1,1,29,20,50,0,0,0,0,0,0,71,80,50,29,20,50,0,0,0,5.57,4.40,8.50,2.43,1.6,4.50,56,56,56,56,28,0,0,0,1.76,1.60,2.17,0.84,0.90,0.68,57,1,0,1,5,1,1,3,1,1,0,0,0,0,1,1,0,2,3,29,20,50,14,20,0,0
Uruguay National Team,Uruguay,2022,Uruguay,3,1,2,0,1,0,1,1,1,0,1,0,1,1.33,1,1.5,2,0,0,18,2,2,0,4,0,4,0,2,0,2,0,0,134,0,90,134,0,90,2,1,1,0,0,0,2,1,1,1,0,1,8,4,4,8,1,7,47,51,45,36,11,25,14,2,12,22,9,13,34,7,27,2,0,2,0,0,0,2,0,2,1,0,1,2,1,1,0,0,0,1.67,1,2,1.33,0,2,0.67,0,1,0.67,0,1,0.67,0,1,0.67,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,3,3,3,3,1,1,1,1,1,1,0,0,2,2,2,2,67,67,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,33,33,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,1,1,0,0,0,0,1,1,0,33,33,0,0,0,0,50,50,0,33,0,50,0,67,100,50,0,0,0,67,100,50,33,0,50,3,1,2,100,100,100,2,1,1,67,100,50,0,0,0,0,0,0,33,0,50,67,100,50,0,0,0,2.67,4.00,2.00,2.67,1,3.50,100,33,0,0,0,0,0,0,1.41,1.18,1.53,1.34,0.95,1.54,33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33,100,0,33,0,50,0
Ecuador National Team,Ecuador,2022,Ecuador,3,1,2,0,1,0,1,1,0,1,1,1,0,1.33,0,2,3,0,0,17,4,3,1,7,3,4,1,3,2,1,-1,2,68,90,60,90,45,180,1,0,1,2,1,1,0,0,0,1,0,1,11,3,8,3,0,3,51,55,49,33,10,23,14,5,9,19,5,14,50,23,27,2,0,2,2,1,1,0,-1,1,1,0,1,0,0,0,2,1,1,1,0,1.5,2.33,3,2,1.33,1,1.5,1,2,0.5,1.33,1,1.5,0.67,0,1,0.67,1,0.5,3,3,1,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,2,3,3,3,0,0,0,1,1,1,0,0,2,2,2,2,100,100,33,0,0,0,100,100,100,0,0,0,100,100,0,0,0,0,0,0,67,100,100,100,0,0,0,100,100,100,0,0,100,100,100,100,3,1,0,1,0,0,2,1,0,100,33,0,100,0,0,100,50,0,33,0,50,-63,33,0,50,67,100,50,0,0,0,33,0,50,1,0,1,33,0,50,2,1,1,67,100,50,0,0,0,0,0,0,33,0,50,0,0,0,67,100,50,3.67,3.00,4.00,1,0,1.50,67,33,33,0,0,0,0,0,1.33,1.37,1.32,0.90,1.64,0.53,33,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,33,0,50,33,100,0,0
Ghana National Team,Ghana,2022,Ghana,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,1.5,4,0,0,25,5,7,-2,12,2,10,0,5,2,5,-2,0,54,0,36,39,45,36,0,0,0,2,0,2,1,1,0,1,0,1,13,5,8,8,2,6,42,51,38,29,11,18,13,5,8,16,6,10,46,18,28,2,0,2,2,2,0,0,-2,2,1,0,1,1,0,1,1,1,0,1.33,0,2,4,2,5,1.67,0,2.5,2.33,2,2.5,1.33,2,1,0.67,0,1,0.67,2,0,3,3,2,2,2,0,1,1,0,0,0,0,2,2,2,2,2,0,0,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,2,100,100,67,67,67,0,100,100,0,0,0,0,100,100,100,100,100,0,0,0,33,33,33,100,0,0,100,100,100,100,0,0,0,0,0,100,2,2,0,1,1,0,1,1,0,67,67,0,100,100,0,50,50,0,33,0,50,-43,0,0,0,67,0,100,33,100,0,33,0,50,2,0,2,67,0,100,2,1,1,67,100,50,0,0,0,0,0,0,33,0,50,33,0,50,33,100,0,4.33,5.00,4.00,2.67,2,3.00,67,33,33,33,33,33,33,33,1.04,1.30,0.91,1.97,1.69,2.11,200,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,2,2,0,0,0,0,67,100,50,33
Brazil National Team,Brazil,2022,Brazil,5,3,2,0,3,3,0,1,0,1,1,0,1,2,3,0.5,1,0,0,5,8,3,5,11,8,3,7,1,1,2,6,-1,56,39,180,150,273,90,2,2,0,2,1,1,1,0,1,4,3,1,37,19,18,6,1,5,58,58,57,94,56,38,42,25,17,52,31,21,63,25,38,4,4,0,0,0,0,4,4,0,1,1,0,4,2,2,0,0,0,1.4,1.67,1,2.2,2.67,1.5,1.6,2.33,0.5,0.6,0.33,1,0.8,1.33,0,0.8,1.33,0,0,0,0,5,3,1,1,1,0,3,2,1,1,1,0,2,1,0,0,0,0,0,2,4,4,4,5,0,1,2,2,2,3,0,1,2,2,2,2,100,60,20,20,20,0,100,67,33,33,33,0,100,50,0,0,0,0,0,40,80,80,80,100,0,33,67,67,67,100,0,50,100,100,100,100,1,1,1,1,1,1,0,0,0,20,20,20,33,33,33,0,0,0,60,100,0,46,40,67,0,40,33,50,20,0,50,80,100,50,5,3,2,100,100,100,4,2,2,80,67,100,0,0,0,0,0,0,20,33,0,80,67,100,0,0,0,7.40,6.33,9.00,1.2,0.33,2.50,100,100,100,80,40,20,20,20,2.44,2.43,2.46,0.91,0.92,0.90,40,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,20,0,50,20,0,50,0
United States Men's National Team,USMNT,2022,USA,4,1,3,0,1,0,1,2,1,1,1,0,1,1.25,1,1.33,2,0,0,13,3,4,-1,7,2,5,1,2,1,3,0,-1,120,90,134,90,90,90,2,0,2,2,1,1,1,0,1,2,1,1,22,5,17,5,4,1,54,59,52,49,7,42,19,2,17,30,5,25,45,15,30,2,1,1,2,0,2,0,1,-1,2,1,1,1,0,1,1,0,1,1.75,3,1.33,1.75,2,1.67,0.75,1,0.67,1,1,1,1,1,1,0.5,1,0.33,0.5,0,0.67,3,2,1,1,0,0,1,1,0,0,0,0,2,1,1,1,0,0,1,2,3,3,4,4,0,0,1,1,1,1,1,2,2,2,3,3,75,50,25,25,0,0,100,100,0,0,0,0,67,33,33,33,0,0,25,50,75,75,100,100,0,0,100,100,100,100,33,67,67,67,100,100,3,1,0,1,0,0,2,1,0,75,25,0,100,0,0,67,33,0,25,0,33,0,50,0,67,50,100,33,25,0,33,50,100,33,3,1,2,75,100,67,2,0,2,50,0,67,0,0,0,0,0,0,50,100,33,25,0,33,25,0,33,5.50,5.00,5.67,1.25,4,0.33,75,75,50,25,0,0,0,0,1.50,1.01,1.66,1.13,1.01,1.16,25,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,2,50,100,33,25,0,33,0
Cameroon National Team,Cameroon,2022,Cameroon,3,2,1,0,1,1,0,1,1,0,1,0,1,1.33,2,0,3,0,0,15,4,4,0,8,7,1,4,0,3,1,1,-1,68,45,0,68,60,90,1,1,0,1,1,0,1,0,1,2,2,0,12,7,5,8,7,1,42,38,51,31,22,9,19,13,6,12,9,3,32,22,10,1,1,0,2,2,0,-1,-1,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,2.67,3.5,1,1.33,2,0,1.33,1.5,1,1,1.5,0,0.33,0.5,0,0.67,1,0,3,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,0,1,1,1,1,1,0,1,1,1,1,1,100,33,33,33,33,33,100,50,50,50,50,50,100,0,0,0,0,0,0,67,67,67,67,67,0,50,50,50,50,50,0,100,100,100,100,100,1,1,1,1,1,1,0,0,0,33,33,33,50,50,50,0,0,0,33,50,0,19,33,50,0,33,50,0,33,0,100,67,100,0,2,1,1,67,50,100,2,1,1,67,50,100,1,1,0,33,50,0,0,0,0,67,50,100,33,50,0,4.00,3.50,5.00,2.67,3.5,1.00,100,67,67,67,67,67,67,67,1.37,1.38,1.33,1.77,2.09,1.13,67,0,0,1,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0,33,50,0,33,0,100,33
Mexico National Team,Mexico,2022,Mexico,3,1,2,0,1,0,1,1,1,0,1,0,1,1.33,1,1.5,3,0,0,16,2,3,-1,5,0,5,0,2,0,3,0,-1,134,0,90,90,0,60,1,1,0,1,0,1,2,1,1,1,0,1,16,6,10,7,2,5,54,61,51,44,12,32,19,5,14,25,7,18,51,14,37,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,1,1,1.67,0,2.5,0.67,0,1,1,0,1.5,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,2,3,3,3,1,1,1,1,1,1,0,0,1,2,2,2,67,67,33,0,0,0,0,0,0,0,0,0,100,100,50,0,0,0,33,33,67,100,100,100,100,100,100,100,100,100,0,0,50,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,50,0,33,100,0,33,0,50,67,100,50,33,0,50,3,1,2,100,100,100,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,5.33,6.00,5.00,2.33,2,2.50,67,67,67,33,33,0,0,0,1.78,1.64,1.85,0.98,0.88,1.03,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,33,100,0,33,0,50,0
Senegal National Team,Senegal,2022,Senegal,4,1,3,0,2,0,2,0,0,0,2,1,1,1.5,0,2,2,0,0,12,5,7,-2,12,2,10,0,5,2,5,-2,0,72,0,54,51,45,54,0,0,0,2,0,2,2,1,1,2,0,2,22,6,16,7,2,5,47,47,46,56,17,39,17,5,12,39,12,27,48,13,35,2,0,2,2,0,2,0,0,0,2,0,2,1,1,0,1,0,1,1.75,1,2,3,2,3.33,1.25,0,1.67,1.75,2,1.67,1,0,1.33,0.5,0,0.67,0.5,0,0.67,4,4,3,1,0,0,1,1,0,0,0,0,3,3,3,1,0,0,0,0,1,3,4,4,0,0,1,1,1,1,0,0,0,2,3,3,100,100,75,25,0,0,100,100,0,0,0,0,100,100,100,33,0,0,0,0,25,75,100,100,0,0,100,100,100,100,0,0,0,67,100,100,3,1,0,0,0,0,3,1,0,75,25,0,0,0,0,100,33,0,50,0,67,-57,0,0,0,50,0,67,50,100,33,50,0,67,3,1,2,75,100,67,2,1,1,50,100,33,0,0,0,0,0,0,50,0,67,25,100,0,25,0,33,5.50,6.00,5.33,1.75,2,1.67,75,75,75,50,50,50,50,0,1.55,1.80,1.46,1.30,1.36,1.28,125,0,0,0,0,3,0,1,0,1,0,0,0,1,1,1,1,1,2,0,0,0,50,100,33,0
Canada National Team,Canada,2022,Canada,3,1,2,0,0,0,0,0,0,0,3,1,2,0,0,0,4,0,0,31,2,7,-5,9,3,6,1,1,2,5,-1,-4,134,90,180,39,45,36,0,0,0,2,1,1,1,0,1,1,0,1,12,6,6,8,4,4,54,57,53,37,6,31,7,0,7,30,6,24,34,15,19,2,1,1,5,2,3,-3,-1,-2,0,0,0,0,0,0,3,1,2,0,0,0,3,3,3,0.67,1,0.5,2.33,2,2.5,2.33,3,2,0.67,1,0.5,1.67,2,1.5,3,2,2,1,1,0,1,1,1,0,0,0,2,1,1,1,1,0,0,1,1,2,2,3,0,0,0,1,1,1,0,1,1,1,1,2,100,67,67,33,33,0,100,100,100,0,0,0,100,50,50,50,50,0,0,33,33,67,67,100,0,0,0,100,100,100,0,50,50,50,50,100,3,2,2,1,1,1,2,1,1,100,67,67,100,100,100,100,50,50,0,0,0,32,0,0,0,67,100,50,33,0,50,33,0,50,0,0,0,0,0,0,1,0,1,33,0,50,2,1,1,67,100,50,0,0,0,0,0,0,100,100,100,4.00,6.00,3.00,2.67,4,2.00,100,67,0,0,0,0,0,0,1.31,0.73,1.60,1.33,0.84,1.57,67,1,0,0,1,0,0,0,0,0,1,0,1,1,2,0,1,0,1,0,0,0,100,100,100,0
